retirobaixo,tresmarias,queimado,sobradinho,itaparica,peixeangelical,serradamesa,tucurui
15.659999999999998,334.7800000000002,20.790000000000017,2157.4700000000166,1156.159999999994,216.04,591.5900000000005,3487.850000000056
