Unnamed: 0,retirobaixo,tresmarias,queimado,sobradinho,itaparica,peixeangelical,serradamesa,tucurui,pamx,xingo,canabrava,saosalvador,estreito,lajeado
440,241.59,19072.162545766587,550.7968422142803,27761.651491415643,10782.0,2741.0,48494.43549881953,40294.155406548234,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
441,241.59,18904.62898612272,541.7571311719637,24624.903552506083,10782.0,2741.0,47262.36325707534,35201.174270054005,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
442,241.59,19528.0,557.0,24663.554856026745,10782.0,2741.0,46688.86393351677,32815.15743150215,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
443,241.59,19528.0,557.0,31550.46665572384,10782.0,2741.0,47067.02069127424,36491.83114370961,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
444,241.59,19528.0,557.0,34116.0,10782.0,2741.0,47185.91986920692,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
445,241.59,19528.0,557.0,34116.0,10782.0,2741.0,48832.90060354544,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
446,241.59,19528.0,557.0,34116.0,10782.0,2741.0,52913.81780276313,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
447,241.59,19528.0,557.0,34116.0,10782.0,2741.0,53631.61266966903,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
448,241.59,19528.0,557.0,34116.0,10782.0,2741.0,53337.52573624861,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
449,241.59,19460.45682033131,557.0,34116.0,10782.0,2741.0,52611.8836255576,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
450,241.59,19315.88910960069,557.0,33224.500636239725,10782.0,2741.0,51595.10717877899,49719.90690583969,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
451,241.59,19108.96006795781,557.0,31448.387078482087,10782.0,2741.0,50430.40001243549,46344.649664576136,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
452,241.59,18912.67271471942,557.0,29254.415370450977,10782.0,2741.0,49252.393046336976,42110.727744032214,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
453,241.59,19112.34033276643,557.0,27179.24696886053,10782.0,2741.0,48305.72577672711,37644.54957044242,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
454,241.59,19228.10894012749,557.0,27305.19777361519,10782.0,2741.0,48244.22467528228,35134.71985568131,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
455,241.59,19528.0,557.0,34116.0,10782.0,2741.0,50008.34080485894,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
456,241.59,19528.0,557.0,34116.0,10782.0,2741.0,50591.21544361868,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
457,241.59,19528.0,557.0,34116.0,10782.0,2741.0,53109.2275067842,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
458,241.59,19528.0,557.0,34116.0,10782.0,2741.0,54400.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
459,241.59,19528.0,557.0,34116.0,10782.0,2741.0,54400.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
460,241.59,19286.29256433131,557.0,34116.0,10782.0,2741.0,54099.44942432689,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
461,241.59,19035.38061869056,557.0,33536.942410817755,10782.0,2741.0,53359.37813119801,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
462,241.59,18650.882694553013,556.4229806312449,31790.15687696815,10782.0,2741.0,52298.01930435181,47815.56450583969,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
463,241.59,18089.245886253782,544.9740747064851,29186.722603127902,10782.0,2741.0,51080.67216296292,43213.210245543414,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
464,241.59,17560.973553647258,526.0089817685031,26016.787614045203,10782.0,2741.0,49823.10258228724,38080.634346127816,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
465,241.59,17527.230296998798,525.2445068119393,22973.496659054428,10782.0,2741.0,48720.19332903181,32872.945797157685,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
466,241.59,19528.0,557.0,25456.45486873545,10782.0,2741.0,49168.831507872186,29480.515552096644,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
467,241.59,19528.0,557.0,34116.0,10782.0,2741.0,51414.19381312672,35169.480368820194,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
