retirobaixo,tresmarias,queimado,peixeangelical,serradamesa,sobradinho,itaparica,tucurui
15.659999999999998,334.7800000000002,20.790000000000017,216.04,591.5900000000005,2208.830000000018,1097.179999999994,3466.1800000000567
