retirobaixo,tresmarias,queimado,sobradinho,itaparica,peixeangelical,serradamesa,tucurui
15.659999999999998,334.7800000000002,20.790000000000017,999.7100000000008,584.3500000000005,216.04,591.5900000000005,4153.160000000267
