qnat,evap,conversor
5655,21,2.6784
10164,12,2.6784
12990,5,2.4192
19060,4,2.6784
21671,1,2.592
14806,-9,2.6784
6791,-17,2.592
3675,-8,2.6784
2544,-4,2.6784
2047,22,2.592
2070,31,2.6784
3381,41,2.592
5967,21,2.6784
11094,12,2.6784
14290,5,2.5056
31792,4,2.6784
25773,1,2.592
15861,-9,2.6784
7219,-17,2.592
3925,-8,2.6784
2722,-4,2.6784
2306,22,2.592
2305,31,2.6784
3335,41,2.592
14533,21,2.6784
13201,12,2.6784
17776,5,2.4192
21762,4,2.6784
18974,1,2.592
10365,-9,2.6784
5059,-17,2.592
3214,-8,2.6784
2264,-4,2.6784
1958,22,2.592
2026,31,2.6784
2991,41,2.592
6717,21,2.6784
14143,12,2.6784
21598,5,2.4192
28261,4,2.6784
21671,1,2.592
14254,-9,2.6784
5623,-17,2.592
3317,-8,2.6784
2411,-4,2.6784
2046,22,2.592
2520,31,2.6784
5194,41,2.592
4994,21,2.6784
5249,12,2.6784
7690,5,2.4192
10743,4,2.6784
15993,1,2.592
10748,-9,2.6784
4696,-17,2.592
2816,-8,2.6784
2138,-4,2.6784
1871,22,2.592
2210,31,2.6784
4697,41,2.592
8961,21,2.6784
10351,12,2.6784
14099,5,2.5056
19361,4,2.6784
18652,1,2.592
9671,-9,2.6784
4496,-17,2.592
2806,-8,2.6784
2252,-4,2.6784
1992,22,2.592
2101,31,2.6784
2878,41,2.592
5533,21,2.6784
13033,12,2.6784
12484,5,2.4192
19310,4,2.6784
24895,1,2.592
15762,-9,2.6784
6648,-17,2.592
3971,-8,2.6784
2964,-4,2.6784
2159,22,2.592
2933,31,2.6784
5726,41,2.592
10779,21,2.6784
13023,12,2.6784
20746,5,2.4192
29428,4,2.6784
35006,1,2.592
31611,-9,2.6784
13951,-17,2.592
6078,-8,2.6784
3886,-4,2.6784
3240,22,2.592
3298,31,2.6784
4713,41,2.592
7399,21,2.6784
11465,12,2.6784
20627,5,2.4192
20737,4,2.6784
24647,1,2.592
20504,-9,2.6784
8331,-17,2.592
4778,-8,2.6784
3211,-4,2.6784
2485,22,2.592
2479,31,2.6784
3935,41,2.592
5869,21,2.6784
8177,12,2.6784
12966,5,2.5056
16898,4,2.6784
17029,1,2.592
10644,-9,2.6784
5709,-17,2.592
3361,-8,2.6784
2436,-4,2.6784
2111,22,2.592
3144,31,2.6784
4782,41,2.592
9786,21,2.6784
14148,12,2.6784
28314,5,2.4192
25250,4,2.6784
22812,1,2.592
21833,-9,2.6784
9764,-17,2.592
4977,-8,2.6784
3221,-4,2.6784
2540,22,2.592
3227,31,2.6784
4264,41,2.592
7391,21,2.6784
23599,12,2.6784
24683,5,2.4192
38648,4,2.6784
30477,1,2.592
22507,-9,2.6784
10783,-17,2.592
5552,-8,2.6784
3940,-4,2.6784
3021,22,2.592
3108,31,2.6784
3739,41,2.592
6836,21,2.6784
18545,12,2.6784
38816,5,2.4192
37530,4,2.6784
29531,1,2.592
17502,-9,2.6784
7583,-17,2.592
4592,-8,2.6784
3457,-4,2.6784
3501,22,2.592
3705,31,2.6784
5336,41,2.592
6345,21,2.6784
16285,12,2.6784
36439,5,2.5056
51539,4,2.6784
36165,1,2.592
17883,-9,2.6784
8320,-17,2.592
5175,-8,2.6784
3892,-4,2.6784
3328,22,2.592
3477,31,2.6784
4642,41,2.592
11201,21,2.6784
22414,12,2.6784
24988,5,2.4192
21461,4,2.6784
27661,1,2.592
15823,-9,2.6784
7534,-17,2.592
4610,-8,2.6784
3441,-4,2.6784
2900,22,2.592
2956,31,2.6784
6470,41,2.592
11513,21,2.6784
21499,12,2.6784
33360,5,2.4192
31241,4,2.6784
29053,1,2.592
18438,-9,2.6784
9028,-17,2.592
5053,-8,2.6784
3606,-4,2.6784
3190,22,2.592
3621,31,2.6784
3935,41,2.592
4312,21,2.6784
9122,12,2.6784
28332,5,2.4192
24823,4,2.6784
26687,1,2.592
13118,-9,2.6784
6212,-17,2.592
3890,-8,2.6784
3031,-4,2.6784
2588,22,2.592
2826,31,2.6784
4269,41,2.592
9160,21,2.6784
12848,12,2.6784
13656,5,2.5056
15888,4,2.6784
23821,1,2.592
16580,-9,2.6784
6326,-17,2.592
3600,-8,2.6784
2694,-4,2.6784
2593,22,2.592
2531,31,2.6784
3545,41,2.592
4800,21,2.6784
13594,12,2.6784
30504,5,2.4192
29618,4,2.6784
35024,1,2.592
24771,-9,2.6784
9763,-17,2.592
4790,-8,2.6784
3158,-4,2.6784
2469,22,2.592
3514,31,2.6784
5979,41,2.592
12165,21,2.6784
29459,12,2.6784
27188,5,2.4192
29813,4,2.6784
25953,1,2.592
16524,-9,2.6784
7415,-17,2.592
4179,-8,2.6784
2985,-4,2.6784
2685,22,2.592
3807,31,2.6784
4636,41,2.592
5715,21,2.6784
8857,12,2.6784
10240,5,2.4192
19172,4,2.6784
20524,1,2.592
10156,-9,2.6784
4676,-17,2.592
2890,-8,2.6784
2374,-4,2.6784
2049,22,2.592
2284,31,2.6784
3278,41,2.592
8311,21,2.6784
14198,12,2.6784
16394,5,2.5056
25150,4,2.6784
26624,1,2.592
17987,-9,2.6784
7293,-17,2.592
3973,-8,2.6784
2887,-4,2.6784
2379,22,2.592
2503,31,2.6784
4468,41,2.592
10681,21,2.6784
14562,12,2.6784
16130,5,2.4192
21284,4,2.6784
26042,1,2.592
19500,-9,2.6784
7647,-17,2.592
4438,-8,2.6784
3255,-4,2.6784
2789,22,2.592
2867,31,2.6784
5780,41,2.592
18684,21,2.6784
34638,12,2.6784
23317,5,2.4192
28219,4,2.6784
22082,1,2.592
12244,-9,2.6784
6018,-17,2.592
3971,-8,2.6784
2779,-4,2.6784
2791,22,2.592
3007,31,2.6784
3610,41,2.592
5112,21,2.6784
11900,12,2.6784
16990,5,2.4192
20761,4,2.6784
27720,1,2.592
21105,-9,2.6784
8940,-17,2.592
4150,-8,2.6784
3039,-4,2.6784
2510,22,2.592
2636,31,2.6784
3625,41,2.592
6600,21,2.6784
10608,12,2.6784
32634,5,2.5056
24316,4,2.6784
23288,1,2.592
14035,-9,2.6784
6200,-17,2.592
3540,-8,2.6784
2705,-4,2.6784
2684,22,2.592
2863,31,2.6784
4915,41,2.592
12159,21,2.6784
15817,12,2.6784
17706,5,2.4192
20617,4,2.6784
17662,1,2.592
10832,-9,2.6784
4773,-17,2.592
3092,-8,2.6784
2417,-4,2.6784
2294,22,2.592
2663,31,2.6784
3462,41,2.592
6030,21,2.6784
16167,12,2.6784
22095,5,2.4192
30618,4,2.6784
28050,1,2.592
15118,-9,2.6784
7106,-17,2.592
4392,-8,2.6784
3010,-4,2.6784
2475,22,2.592
2506,31,2.6784
2916,41,2.592
7580,21,2.6784
14567,12,2.6784
22495,5,2.4192
23183,4,2.6784
26856,1,2.592
23639,-9,2.6784
11789,-17,2.592
4972,-8,2.6784
3380,-4,2.6784
2424,22,2.592
2512,31,2.6784
4335,41,2.592
9727,21,2.6784
15655,12,2.6784
14471,5,2.5056
17929,4,2.6784
19985,1,2.592
14106,-9,2.6784
5952,-17,2.592
3685,-8,2.6784
2670,-4,2.6784
2029,22,2.592
2603,31,2.6784
4456,41,2.592
6223,21,2.6784
14595,12,2.6784
20543,5,2.4192
29163,4,2.6784
38026,1,2.592
26919,-9,2.6784
10800,-17,2.592
5855,-8,2.6784
3769,-4,2.6784
3065,22,2.592
3003,31,2.6784
3521,41,2.592
6356,21,2.6784
10514,12,2.6784
13700,5,2.4192
18788,4,2.6784
12956,1,2.592
7242,-9,2.6784
3772,-17,2.592
2843,-8,2.6784
1779,-4,2.6784
1795,22,2.592
1950,31,2.6784
3622,41,2.592
7645,21,2.6784
12080,12,2.6784
12000,5,2.4192
19483,4,2.6784
15886,1,2.592
12523,-9,2.6784
4978,-17,2.592
3168,-8,2.6784
2180,-4,2.6784
1928,22,2.592
2173,31,2.6784
4132,41,2.592
10716,21,2.6784
21775,12,2.6784
24716,5,2.5056
31339,4,2.6784
27064,1,2.592
17942,-9,2.6784
6389,-17,2.592
4077,-8,2.6784
2993,-4,2.6784
2560,22,2.592
2660,31,2.6784
4661,41,2.592
11910,21,2.6784
14410,12,2.6784
15222,5,2.4192
19585,4,2.6784
20827,1,2.592
10342,-9,2.6784
5617,-17,2.592
3404,-8,2.6784
2425,-4,2.6784
1867,22,2.592
2453,31,2.6784
4228,41,2.592
10002,21,2.6784
28259,12,2.6784
27856,5,2.4192
23157,4,2.6784
21996,1,2.592
10766,-9,2.6784
5139,-17,2.592
2927,-8,2.6784
2027,-4,2.6784
1791,22,2.592
2051,31,2.6784
3059,41,2.592
4424,21,2.6784
10368,12,2.6784
16389,5,2.4192
22076,4,2.6784
24613,1,2.592
13714,-9,2.6784
5853,-17,2.592
3231,-8,2.6784
2279,-4,2.6784
1759,22,2.592
1796,31,2.6784
3525,41,2.592
5404,21,2.6784
12393,12,2.6784
34547,5,2.5056
36962,4,2.6784
33531,1,2.592
18083,-9,2.6784
6992,-17,2.592
4075,-8,2.6784
2872,-4,2.6784
2292,22,2.592
2395,31,2.6784
3541,41,2.592
5879,21,2.6784
9982,12,2.6784
19684,5,2.4192
28336,4,2.6784
23957,1,2.592
16628,-9,2.6784
6488,-17,2.592
3526,-8,2.6784
2217,-4,2.6784
1794,22,2.592
1923,31,2.6784
2646,41,2.592
8956,21,2.6784
15822,12,2.6784
16088,5,2.4192
20294,4,2.6784
31883,1,2.592
25535,-9,2.6784
9152,-17,2.592
4245,-8,2.6784
2645,-4,2.6784
2142,22,2.592
2739,31,2.6784
5558,41,2.592
7044,21,2.6784
9397,12,2.6784
23071,5,2.4192
26294,4,2.6784
20865,1,2.592
10671,-9,2.6784
4699,-17,2.592
2795,-8,2.6784
2003,-4,2.6784
1575,22,2.592
1592,31,2.6784
2023,41,2.592
4188,21,2.6784
6935,12,2.6784
15206,5,2.5056
22341,4,2.6784
26222,1,2.592
18014,-9,2.6784
6431,-17,2.592
3309,-8,2.6784
2149,-4,2.6784
1616,22,2.592
1613,31,2.6784
2498,41,2.592
8195,21,2.6784
11590,12,2.6784
16510,5,2.4192
20368,4,2.6784
24776,1,2.592
29984,-9,2.6784
12842,-17,2.592
5295,-8,2.6784
2994,-4,2.6784
2500,22,2.592
3111,31,2.6784
6061,41,2.592
9674,21,2.6784
18033,12,2.6784
18685,5,2.4192
19012,4,2.6784
24275,1,2.592
10400,-9,2.6784
4778,-17,2.592
2793,-8,2.6784
1985,-4,2.6784
1579,22,2.592
1892,31,2.6784
3524,41,2.592
7061,21,2.6784
14158,12,2.6784
21170,5,2.4192
29990,4,2.6784
28933,1,2.592
20938,-9,2.6784
7093,-17,2.592
3956,-8,2.6784
2458,-4,2.6784
1713,22,2.592
2580,31,2.6784
5563,41,2.592
10613,21,2.6784
20809,12,2.6784
25759,5,2.5056
24424,4,2.6784
16864,1,2.592
8721,-9,2.6784
5017,-17,2.592
3078,-8,2.6784
1846,-4,2.6784
1588,22,2.592
1718,31,2.6784
3347,41,2.592
7612,21,2.6784
10249,12,2.6784
19272,5,2.4192
19329,4,2.6784
23273,1,2.592
16107,-9,2.6784
6547,-17,2.592
3733,-8,2.6784
2327,-4,2.6784
1846,22,2.592
1998,31,2.6784
3806,41,2.592
8064,21,2.6784
16035,12,2.6784
21054,5,2.4192
28162,4,2.6784
24994,1,2.592
15733,-9,2.6784
6486,-17,2.592
3440,-8,2.6784
2214,-4,2.6784
1842,22,2.592
1885,31,2.6784
3289,41,2.592
6854,21,2.6784
9473,12,2.6784
11423,5,2.4192
16402,4,2.6784
19683,1,2.592
17044,-9,2.6784
7408,-17,2.592
3559,-8,2.6784
2191,-4,2.6784
1470,22,2.592
1631,31,2.6784
2070,41,2.592
2261,21,2.6784
6937,12,2.6784
14345,5,2.5056
13350,4,2.6784
11383,1,2.592
5216,-9,2.6784
2708,-17,2.592
1600,-8,2.6784
1091,-4,2.6784
1133,22,2.592
1378,31,2.6784
2272,41,2.592
4272,21,2.6784
6007,12,2.6784
15312,5,2.4192
19094,4,2.6784
16999,1,2.592
8459,-9,2.6784
3747,-17,2.592
2011,-8,2.6784
1482,-4,2.6784
1106,22,2.592
1082,31,2.6784
2377,41,2.592
6231,21,2.6784
9436,12,2.6784
22277,5,2.4192
25056,4,2.6784
26272,1,2.592
11145,-9,2.6784
4428,-17,2.592
2463,-8,2.6784
1739,-4,2.6784
1359,22,2.592
1587,31,2.6784
3547,41,2.592
9698,21,2.6784
9180,12,2.6784
11266,5,2.4192
19200,4,2.6784
23779,1,2.592
12481,-9,2.6784
5211,-17,2.592
2841,-8,2.6784
1793,-4,2.6784
1367,22,2.592
1743,31,2.6784
2234,41,2.592
3439,21,2.6784
7295,12,2.6784
16003,5,2.5056
27943,4,2.6784
27532,1,2.592
17215,-9,2.6784
7077,-17,2.592
3296,-8,2.6784
2016,-4,2.6784
1463,22,2.592
1377,31,2.6784
3762,41,2.592
4176,21,2.6784
