CodUsina;Usina;Sistema;Empresa;Posto;Posto BDH;Jusante;Desvio;Vol.Máx.(hm3);Vol.min.(hm3);Cota Máx.(m);Cota min.(m);Vol.Vert.(hm3);Vol.Desv.(hm3);PCV(0);PCV(1);PCV(2);PCV(3);PCV(4);PAC(0);PAC(1);PAC(2);PAC(3);PAC(4);Evap.Men.(1);Evap.Men.(2);Evap.Men.(3);Evap.Men.(4);Evap.Men.(5);Evap.Men.(6);Evap.Men.(7);Evap.Men.(8);Evap.Men.(9);Evap.Men.(10);Evap.Men.(11);Evap.Men.(12);Prod.Esp.(MW/m3/s/m);Canal Fuga Médio(m);TEIF(%);IP(%);Tipo Turbina;Num.Conj.Máq.;Num.Pols.Jus.;Fat.Carga Máx.(%);Fat.Carga mín.(%);Tipo Perdas(1=%/2=M/3=K);Valor Perdas;Vazão Mín.Hist.(m3/s);Num.Unid.Base;Infl.Vert.Canal de Fuga;Rep.Conj(0=aprox/1=det/2=simp);#Maq(1);PotEf(1);QEf(1);HEf(1);#Maq(2);PotEf(2);QEf(2);HEf(2);#Maq(3);PotEf(3);QEf(3);HEf(3);#Maq(4);PotEf(4);QEf(4);HEf(4);#Maq(5);PotEf(5);QEf(5);HEf(5);QHTA0(1);QHTA1(1);QHTA2(1);QHTA3(1);QHTA4(1);QHTA0(2);QHTA1(2);QHTA2(2);QHTA3(2);QHTA4(2);QHTA0(3);QHTA1(3);QHTA2(3);QHTA3(3);QHTA4(3);QHTA0(4);QHTA1(4);QHTA2(4);QHTA3(4);QHTA4(4);QHTA0(5);QHTA1(5);QHTA2(5);QHTA3(5);QHTA4(5);QHGA0(1);QHGA1(1);QHGA2(1);QHGA3(1);QHGA4(1);QHGA0(2);QHGA1(2);QHGA2(2);QHGA3(2);QHGA4(2);QHGA0(3);QHGA1(3);QHGA2(3);QHGA3(3);QHGA4(3);QHGA0(4);QHGA1(4);QHGA2(4);QHGA3(4);QHGA4(4);QHGA0(5);QHGA1(5);QHGA2(5);QHGA3(5);QHGA4(5);PHA0(1);PHA1(1);PHA2(1);PHA3(1);PHA4(1);PHA0(2);PHA1(2);PHA2(2);PHA3(2);PHA4(2);PHA0(3);PHA1(3);PHA2(3);PHA3(3);PHA4(3);PHA0(4);PHA1(4);PHA2(4);PHA3(4);PHA4(4);PHA0(5);PHA1(5);PHA2(5);PHA3(5);PHA4(4);PJA0(1);PJA1(1);PJA2(1);PJA3(1);PJA4(1);PJRM(1);PJA0(2);PJA1(2);PJA2(2);PJA3(2);PJA4(2);PJRM(2);PJA0(3);PJA1(3);PJA2(3);PJA3(3);PJA4(3);PJRM(3);PJA0(4);PJA1(4);PJA2(4);PJA3(4);PJA4(4);PJRM(4);PJA0(5);PJA1(5);PJA2(5);PJA3(5);PJA4(5);PJRM(5);Data;Obs;Vol.Ref.;Reg
51;CANOAS II   ;1 - Sudeste;55 - ;51;0;52 - CANOAS I    ;0 - NÃO HÁ;151;151;366;366;151;151;3,66E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,35E+01;0,00E+00;0,00E+00;0,00E+00;0,00E+00;26;22;41;58;68;56;44;41;46;15;7;32;0,009104;351,5;0,065;1,677;2 - Kaplan/Propeller;1;1;100;0;2;0,17;96;2;Yes;2;3;24;187;14,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;3,51E+02;1,38E-03;-8,06E-08;0,00E+00;0,00E+00;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;25/03/2021;                                           ;144,93;D
52;CANOAS I    ;1 - Sudeste;55 - ;52;0;61 - CAPIVARA    ;0 - NÃO HÁ;212;212;351;351;212;212;3,51E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,91E+01;0,00E+00;0,00E+00;0,00E+00;0,00E+00;22;22;41;59;71;61;45;40;44;11;2;27;0,009138;334,37;0,301;2,274;2 - Kaplan/Propeller;1;1;100;0;2;0,17;98;2;Yes;2;3;27,5;189;16,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;3,33E+02;1,99E-03;-5,50E-07;8,25E-11;-4,56E-15;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;25/03/2021;                                           ;206,11;D
54;STA BRANCA T;2 - Sul;277 - ;54;0;55 - TIBAGI MONT ;0 - NÃO HÁ;151,16;115,71;765;762;115,71;115,71;7,50E+02;1,60E-01;-9,55E-04;5,35E-06;-1,12E-08;7,11E+02;-2,73E+00;2,38E-03;0,00E+00;0,00E+00;-32;-13;14;42;69;77;73;61;50;10;-11;-17;0,008919;722,85;1,982;5,292;2 - Kaplan/Propeller;1;1;100;0;2;0,76;8;2;Yes;2;2;31;87;39,76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;7,21E+02;1,59E-02;-3,47E-05;4,28E-08;-1,86E-11;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;25/03/2021;                                           ;151,16;D
55;TIBAGI MONT ;2 - Sul;288 - ;55;0;57 - MAUA        ;0 - NÃO HÁ;51,48;51,48;721;721;51,48;51,48;7,07E+02;5,42E-01;-9,90E-03;1,17E-04;-5,77E-07;2,90E+05;-2,11E+03;5,49E+00;-6,14E-03;2,51E-06;-2;14;27;53;66;61;46;34;32;0;-8;1;0,008966;701,81;2,068;4,66;2 - Kaplan/Propeller;1;1;100;0;2;0,49;11;2;Yes;2;3;12;74;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;7,00E+02;9,55E-03;-1,86E-05;2,15E-08;-9,21E-12;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;25/03/2021;                                           ;51,48;D
57;MAUA        ;2 - Sul;23 - Copel;57;0;58 - SAO JERONIMO;0 - NÃO HÁ;2137;1473;635;626;1473;1473;5,89E+02;4,02E-02;-1,41E-05;3,21E-09;-3,02E-13;-1,22E+03;2,06E+00;-4,42E-08;0,00E+00;0,00E+00;-32;-9;13;60;87;80;86;80;56;16;-21;-16;0,008893;513,33;0,27;3,679;1 - Francis;1;1;100;0;2;1,62;27;2;Yes;2;3;117,4;113;116,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;5,11E+02;9,24E-03;-6,77E-06;3,19E-09;-5,68E-13;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;25/03/2021;                                           ;2137;M
58;SAO JERONIMO;2 - Sul;186 - ;58;0;61 - CAPIVARA    ;0 - NÃO HÁ;2045;1617;515;508;1617;1617;4,68E+02;3,15E-02;-4,13E-06;0,00E+00;0,00E+00;1,22E+04;-7,13E+01;1,37E-01;-8,57E-05;0,00E+00;16;23;44;65;77;70;55;42;35;8;-7;19;0,008731;425,3;2,533;8,091;1 - Francis;1;1;100;0;2;1;35;2;Yes;2;2;165;227;83,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;4,24E+02;4,52E-03;-1,07E-06;2,00E-10;0,00E+00;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;25/03/2021;                                           ;2045;M
61;CAPIVARA    ;1 - Sudeste;55 - ;61;0;62 - TAQUARUCU   ;0 - NÃO HÁ;10540;4816;334;321;4816;4816;2,98E+02;7,19E-03;-6,63E-07;3,95E-11;-9,87E-16;1,13E+04;-5,44E+01;-3,23E-02;2,96E-04;0,00E+00;13;20;37;54;77;70;52;44;43;1;-6;15;0,008468;284,91;0,28;1,431;1 - Francis;2;1;100;0;2;1,46;192;3;Yes;2;1;163;383;47,8;3;160;379;47,4;0;0;0;0;0;0;0;0;0;0;0;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,83E+02;1,31E-03;-6,90E-08;1,68E-12;0,00E+00;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;25/03/2021;                                           ;10540;M
62;TAQUARUCU   ;1 - Sudeste;55 - ;62;0;63 - ROSANA      ;0 - NÃO HÁ;677;677;284;284;677;677;2,84E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;7,46E+01;0,00E+00;0,00E+00;0,00E+00;0,00E+00;12;21;33;46;73;65;47;41;41;-6;-7;15;0,009051;258,61;1,452;3,311;2 - Kaplan/Propeller;1;1;100;0;2;0,34;200;3;Yes;2;5;105;510;22,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,57E+02;1,26E-03;-1,11E-07;6,12E-12;-1,27E-16;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;25/03/2021;                                           ;649,62;D
63;ROSANA      ;1 - Sudeste;55 - ;63;0;66 - ITAIPU      ;0 - NÃO HÁ;1918;1918;258;258;1918;1918;2,58E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,18E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;9;18;28;39;69;64;43;38;37;-15;-14;9;0,0091;237,21;0,692;3,106;2 - Kaplan/Propeller;1;1;100;0;2;0,21;227;2;Yes;2;4;88,5;617;15,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,35E+02;1,59E-03;-9,21E-08;2,00E-12;0,00E+00;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;25/03/2021;                                           ;1843,32;D
66;ITAIPU      ;1 - Sudeste;40 - Itaipu;266;0;0 - NÃO HÁ;0 - NÃO HÁ;29403,91;27695,19;220,3;219;27695,19;27695,19;1,64E+02;4,81E-03;-1,89E-07;4,21E-12;-3,77E-17;2,41E+05;-4,96E+03;3,85E+01;-1,34E-01;1,77E-04;14;32;51;57;60;49;30;26;13;-20;-33;-20;0,009045;104,5;1,477;3,294;1 - Francis;2;1;100;0;2;1,29;2839;15;Yes;2;10;700;663;117;10;700;663;117;0;0;0;0;0;0;0;0;0;0;0;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;8,96E+01;1,47E-03;-2,22E-08;2,31E-13;-9,10E-19;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;25/03/2021;                                           ;28253,84;S
71;STA CLARA PR;2 - Sul;23 - Copel;71;0;72 - FUNDAO      ;0 - NÃO HÁ;431;169;805;787,5;431;169;7,66E+02;1,69E-01;-3,13E-04;3,99E-07;-2,25E-10;1,98E+03;-2,29E+00;-2,23E-03;2,51E-08;3,13E-09;13;23;39;53;52;42;27;22;6;-15;-10;4;0,008974;707,19;0,544;2,272;1 - Francis;1;1;100;0;2;2,27;14;2;Yes;2;2;60,1;81;84,35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;7,06E+02;3,58E-03;8,09E-06;-1,97E-08;1,22E-11;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;25/03/2021;                                           ;431;M
72;FUNDAO      ;2 - Sul;23 - Copel;72;0;73 - JORDAO      ;0 - NÃO HÁ;35;35;705,5;705,5;35;35;6,69E+02;2,78E+00;-1,12E-01;2,60E-03;-2,30E-05;-7,08E+05;4,10E+03;-8,89E+00;8,57E-03;-3,10E-06;14;28;48;64;62;52;33;26;9;-13;-9;6;0,008914;608,99;0,414;2,227;1 - Francis;1;1;100;0;2;3,29;14;2;Yes;2;2;60,1;76;89,45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;6,05E+02;2,78E-02;-4,63E-05;3,36E-08;-8,92E-12;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;25/03/2021;                                           ;34,57;D
