CodUsina;Usina;Sistema;Empresa;Posto;Posto BDH;Jusante;Desvio;Vol.Máx.(hm3);Vol.min.(hm3);Cota Máx.(m);Cota min.(m);Vol.Vert.(hm3);Vol.Desv.(hm3);PCV(0);PCV(1);PCV(2);PCV(3);PCV(4);PAC(0);PAC(1);PAC(2);PAC(3);PAC(4);Evap.Men.(1);Evap.Men.(2);Evap.Men.(3);Evap.Men.(4);Evap.Men.(5);Evap.Men.(6);Evap.Men.(7);Evap.Men.(8);Evap.Men.(9);Evap.Men.(10);Evap.Men.(11);Evap.Men.(12);Prod.Esp.(MW/m3/s/m);Canal Fuga Médio(m);TEIF(%);IP(%);Tipo Turbina;Num.Conj.Máq.;Num.Pols.Jus.;Fat.Carga Máx.(%);Fat.Carga mín.(%);Tipo Perdas(1=%/2=M/3=K);Valor Perdas;Vazão Mín.Hist.(m3/s);Num.Unid.Base;Infl.Vert.Canal de Fuga;Rep.Conj(0=aprox/1=det/2=simp);#Maq(1);PotEf(1);QEf(1);HEf(1);#Maq(2);PotEf(2);QEf(2);HEf(2);#Maq(3);PotEf(3);QEf(3);HEf(3);#Maq(4);PotEf(4);QEf(4);HEf(4);#Maq(5);PotEf(5);QEf(5);HEf(5);QHTA0(1);QHTA1(1);QHTA2(1);QHTA3(1);QHTA4(1);QHTA0(2);QHTA1(2);QHTA2(2);QHTA3(2);QHTA4(2);QHTA0(3);QHTA1(3);QHTA2(3);QHTA3(3);QHTA4(3);QHTA0(4);QHTA1(4);QHTA2(4);QHTA3(4);QHTA4(4);QHTA0(5);QHTA1(5);QHTA2(5);QHTA3(5);QHTA4(5);QHGA0(1);QHGA1(1);QHGA2(1);QHGA3(1);QHGA4(1);QHGA0(2);QHGA1(2);QHGA2(2);QHGA3(2);QHGA4(2);QHGA0(3);QHGA1(3);QHGA2(3);QHGA3(3);QHGA4(3);QHGA0(4);QHGA1(4);QHGA2(4);QHGA3(4);QHGA4(4);QHGA0(5);QHGA1(5);QHGA2(5);QHGA3(5);QHGA4(5);PHA0(1);PHA1(1);PHA2(1);PHA3(1);PHA4(1);PHA0(2);PHA1(2);PHA2(2);PHA3(2);PHA4(2);PHA0(3);PHA1(3);PHA2(3);PHA3(3);PHA4(3);PHA0(4);PHA1(4);PHA2(4);PHA3(4);PHA4(4);PHA0(5);PHA1(5);PHA2(5);PHA3(5);PHA4(4);PJA0(1);PJA1(1);PJA2(1);PJA3(1);PJA4(1);PJRM(1);PJA0(2);PJA1(2);PJA2(2);PJA3(2);PJA4(2);PJRM(2);PJA0(3);PJA1(3);PJA2(3);PJA3(3);PJA4(3);PJRM(3);PJA0(4);PJA1(4);PJA2(4);PJA3(4);PJA4(4);PJRM(4);PJA0(5);PJA1(5);PJA2(5);PJA3(5);PJA4(5);PJRM(5);Data;Obs;Vol.Ref.;Reg
277;BALBINA     ;4 - Norte;233 - ;269;16070980;0 - NÃO HÁ;0 - NÃO HÁ;20006,22;9711,9;51;46;9735,45;9711,9;3,70E+01;1,34E-03;-5,46E-08;1,45E-12;-1,55E-17;1,48E+05;-1,16E+04;3,37E+02;-4,26E+00;2,02E-02;35;31;23;19;11;4;-7;-25;-15;-6;19;33;0,008989;26,33;0,817;4,663;2 - Kaplan/Propeller;1;1;100;0;2;0,3;19;3;Yes;2;5;50;255;21,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,26E+01;7,53E-03;-4,96E-06;2,01E-09;-3,01E-13;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;25/03/2021;                                           ;20006,22;M
278;MANSO       ;1 - Sudeste;19 - Furnas;278;0;0 - NÃO HÁ;0 - NÃO HÁ;7337;4386;287;278;4386;4386;2,80E+02;-1,02E-02;3,93E-06;-4,77E-10;2,03E-14;5,97E+05;-5,89E+03;1,77E+01;-9,60E-03;-1,98E-05;29;28;41;34;45;61;69;100;49;24;22;41;0,008667;224,87;1,53;5,366;1 - Francis;1;1;100;0;2;0,53;42;2;Yes;2;4;52,5;100;59,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,24E+02;4,57E-03;-4,20E-07;0,00E+00;0,00E+00;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;25/03/2021;                                           ;7337;M
279;SAMUEL      ;1 - Sudeste;37 - Eletronorte;279;0;0 - NÃO HÁ;0 - NÃO HÁ;3493,44;943,23;87,4;80;943,23;943,23;7,10E+01;1,38E-02;-5,62E-06;1,23E-09;-1,05E-13;-2,00E+06;9,76E+04;-1,79E+03;1,45E+01;-4,40E-02;32;13;8;12;15;-14;0;24;10;-3;-17;39;0,009025;54,52;0,927;1,504;2 - Kaplan/Propeller;1;1;100;0;2;0,4;9;1;Yes;2;5;43,3;169;28,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;5,16E+01;1,30E-02;-5,90E-06;1,84E-09;-2,95E-13;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;25/03/2021;                                           ;3493,44;M
280;COARACY NUNE;4 - Norte;37 - Eletronorte;280;30400080;284 - FERREIRA GOM;0 - NÃO HÁ;138,8;24,57;42,14;35,14;24,57;24,57;3,06E+01;2,51E-01;-3,16E-03;2,25E-05;-6,08E-08;-5,10E+03;5,73E+02;-2,42E+01;4,53E-01;-3,17E-03;60;49;38;19;-4;-20;-31;-41;-32;-9;22;46;0,008927;21,86;1,412;3,975;2 - Kaplan/Propeller;2;1;100;0;2;0,18;43;2;No;2;2;24;123;21,9;1;30;153;21,9;0;0;0;0;0;0;0;0;0;0;0;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,13E+01;-1,84E-04;6,69E-06;-8,33E-09;5,26E-12;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;25/03/2021;                                           ;136,16;D
281;PONTE PEDRA ;1 - Sudeste;24 - Eletrosul;281;0;0 - NÃO HÁ;0 - NÃO HÁ;199;199;396;396;199;199;3,95E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;1,91E+01;0,00E+00;0,00E+00;0,00E+00;0,00E+00;16;11;20;27;55;51;48;61;67;-1;-10;9;0,009151;151,51;0,451;4,395;1 - Francis;1;1;100;0;2;2,49;28;3;No;2;3;58,7;26;243,45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;1,47E+02;2,46E-02;-6,67E-05;9,44E-08;-4,82E-11;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;25/03/2021;                                           ;89,55;D
282;OLHO DAGUA  ;1 - Sudeste;130 - ;282;0;34 - I. SOLTEIRA ;0 - NÃO HÁ;480;480;490;490;480;480;4,90E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;3,40E+01;0,00E+00;0,00E+00;0,00E+00;0,00E+00;13;7;23;41;64;70;70;71;69;19;8;25;0,008829;439,03;2,333;6,861;1 - Francis;1;1;100;0;2;1,66;27;2;Yes;2;2;16,5;37;50,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;4,37E+02;5,89E-02;-4,69E-04;1,77E-06;-2,42E-09;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;25/03/2021;                                           ;480;D
283;STA CLARA MG;1 - Sudeste;76 - ;283;0;0 - NÃO HÁ;0 - NÃO HÁ;146;146;86;86;146;146;8,57E+01;0,00E+00;0,00E+00;0,00E+00;0,00E+00;7,60E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;-25;-8;30;53;61;59;40;15;18;10;-8;-9;0,008663;33,57;0,323;3,641;1 - Francis;1;1;100;0;2;0,59;5;2;No;2;3;20;44;52,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;3,18E+01;9,51E-03;-9,87E-06;7,39E-09;-2,07E-12;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;25/03/2021;                                           ;148,02;D
284;FERREIRA GOM;4 - Norte;239 - ;297;0;0 - NÃO HÁ;0 - NÃO HÁ;137,31;137,31;21,3;21,3;137,31;137,31;7,65E+00;1,89E-01;-1,13E-03;4,48E-06;-7,19E-09;2,27E+01;-4,60E+00;3,98E-01;-1,21E-02;1,43E-04;57;42;30;12;-8;-24;-26;-28;-16;6;30;48;0,009037;2,19;1,078;5,177;2 - Kaplan/Propeller;1;1;100;0;2;0,2;43;2;No;2;3;84;574;16,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;1,76E+00;1,25E-03;-1,47E-07;1,30E-11;-4,59E-16;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;25/03/2021;                                           ;131,62;D
285;JIRAU       ;1 - Sudeste;236 - ;285;0;287 - STO ANTONIO ;0 - NÃO HÁ;2746,7;1249,83;90;82,5;1249,83;1249,83;6,64E+01;2,07E-02;-8,28E-06;1,92E-09;-1,84E-13;-7,88E+04;2,90E+03;-3,57E+01;1,47E-01;0,00E+00;-80;-67;-93;-81;-74;-29;11;41;-25;-82;-66;-81;0,009163;73,27;0,554;0,279;2 - Kaplan/Propeller;1;2;100;0;2;0,15;1386;30;Yes;2;50;75;538;15,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;7,05E+01;6,62E-06;4,65E-09;-7,06E-14;3,69E-19;70,5;7,13E+01;3,18E-06;4,07E-09;-5,77E-14;2,90E-19;71,3;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;25/03/2021;                                           ;2746,7;D
286;STO ANT JARI;4 - Norte;240 - ;290;0;0 - NÃO HÁ;0 - NÃO HÁ;133,39;104,61;30;29,1;104,61;104,61;1,39E+01;3,59E-01;-3,45E-03;1,64E-05;-3,01E-08;-5,16E+04;5,12E+03;-1,69E+02;1,87E+00;0,00E+00;48;41;38;17;-9;-21;-27;-34;-23;-12;18;29;0,009094;2,61;1,369;11,34;2 - Kaplan/Propeller;1;1;100;0;2;0,63;33;2;Yes;2;3;129,9;585;24,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;1,51E+00;1,44E-03;1,71E-08;-1,06E-11;5,90E-16;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;25/03/2021;                                           ;128,21;D
287;STO ANTONIO ;1 - Sudeste;218 - ;287;0;0 - NÃO HÁ;0 - NÃO HÁ;2282,8;2077,3;71,3;70,5;2077,3;2077,3;5,47E+01;2,04E-02;-1,38E-05;5,25E-09;-7,47E-13;6,38E+05;-3,94E+04;9,09E+02;-9,30E+00;3,57E-02;-80;-67;-93;-81;-74;-29;11;41;-25;-82;-66;-81;0,008868;53,07;3,076;1,511;2 - Kaplan/Propeller;2;1;100;0;2;0,18;1407;34;Yes;2;24;73,3;595;13,9;26;69,6;565;13,9;0;0;0;0;0;0;0;0;0;0;0;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;4,39E+01;7,64E-04;-1,72E-08;2,75E-13;-1,96E-18;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;25/03/2021;                                           ;2282,8;D
288;BELO MONTE  ;4 - Norte;37 - Eletronorte;300;18990080;0 - NÃO HÁ;0 - NÃO HÁ;4802,3;4802,3;97;97;4802,3;4802,3;7,74E+01;9,36E-03;-2,10E-06;2,79E-10;-1,47E-14;2,04E+05;-9,27E+03;1,58E+02;-1,19E+00;3,39E-03;20;17;8;1;-8;-13;-20;-20;-4;18;41;34;0,009074;5,86;2,712;0,225;1 - Francis;1;1;100;0;2;2,62;0;8;Yes;2;18;611,1;775;86,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,84E+00;1,11E-04;9,49E-09;-3,61E-13;3,89E-18;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;25/03/2021;                                           ;4802,3;D
