qnat,evap,conversor
138,-21,2.6784
145,-14,2.4192
408,9,2.6784
357,30,2.592
163,45,2.6784
112,49,2.592
89,69,2.6784
74,83,2.6784
55,60,2.592
70,30,2.6784
77,1,2.592
101,-12,2.6784
