qnat,evap,conversor
792,46,2.592
1354,36,2.6784
1284,32,2.6784
1389,7,2.4192
1715,15,2.6784
1709,21,2.592
845,42,2.6784
542,55,2.592
405,60,2.6784
306,71,2.6784
233,91,2.592
594,61,2.6784
924,46,2.592
1132,36,2.6784
1367,32,2.6784
4193,7,2.4192
2475,15,2.6784
1333,21,2.592
842,42,2.6784
546,55,2.592
415,60,2.6784
323,71,2.6784
276,91,2.592
437,61,2.6784
486,46,2.592
945,36,2.6784
973,32,2.6784
1460,7,2.4192
1463,15,2.6784
1152,21,2.592
659,42,2.6784
440,55,2.592
333,60,2.6784
256,71,2.6784
210,91,2.592
228,61,2.6784
583,46,2.592
981,36,2.6784
919,32,2.6784
1717,7,2.5056
2789,15,2.6784
1171,21,2.592
694,42,2.6784
484,55,2.592
367,60,2.6784
300,71,2.6784
281,91,2.592
355,61,2.6784
908,46,2.592
1777,36,2.6784
1168,32,2.6784
2005,7,2.4192
1797,15,2.6784
892,21,2.592
704,42,2.6784
455,55,2.592
344,60,2.6784
274,71,2.6784
247,91,2.592
293,61,2.6784
963,46,2.592
1817,36,2.6784
2901,32,2.6784
2187,7,2.4192
2682,15,2.6784
1572,21,2.592
861,42,2.6784
581,55,2.592
451,60,2.6784
360,71,2.6784
337,91,2.592
492,61,2.6784
879,46,2.592
711,36,2.6784
615,32,2.6784
670,7,2.4192
822,15,2.6784
869,21,2.592
470,42,2.6784
337,55,2.592
258,60,2.6784
217,71,2.6784
214,91,2.592
398,61,2.6784
1256,46,2.592
1457,36,2.6784
891,32,2.6784
994,7,2.5056
1273,15,2.6784
1095,21,2.592
573,42,2.6784
414,55,2.592
325,60,2.6784
264,71,2.6784
229,91,2.592
463,61,2.6784
732,46,2.592
1988,36,2.6784
1367,32,2.6784
1348,7,2.4192
1961,15,2.6784
1815,21,2.592
802,42,2.6784
528,55,2.592
445,60,2.6784
340,71,2.6784
279,91,2.592
783,61,2.6784
1093,46,2.592
1346,36,2.6784
1142,32,2.6784
1209,7,2.4192
2607,15,2.6784
2159,21,2.592
1175,42,2.6784
724,55,2.592
530,60,2.6784
444,71,2.6784
371,91,2.592
510,61,2.6784
670,46,2.592
897,36,2.6784
965,32,2.6784
1402,7,2.4192
897,15,2.6784
1234,21,2.592
639,42,2.6784
464,55,2.592
378,60,2.6784
308,71,2.6784
260,91,2.592
454,61,2.6784
745,46,2.592
759,36,2.6784
694,32,2.6784
1010,7,2.5056
1241,15,2.6784
798,21,2.592
575,42,2.6784
403,55,2.592
324,60,2.6784
270,71,2.6784
304,91,2.592
439,61,2.6784
980,46,2.592
1526,36,2.6784
2063,32,2.6784
3257,7,2.4192
1117,15,2.6784
1180,21,2.592
736,42,2.6784
587,55,2.592
451,60,2.6784
365,71,2.6784
348,91,2.592
448,61,2.6784
550,46,2.592
1191,36,2.6784
3076,32,2.6784
2415,7,2.4192
2798,15,2.6784
1664,21,2.592
992,42,2.6784
774,55,2.592
538,60,2.6784
425,71,2.6784
354,91,2.592
467,61,2.6784
563,46,2.592
1098,36,2.6784
3607,32,2.6784
4786,7,2.4192
2329,15,2.6784
1508,21,2.592
938,42,2.6784
759,55,2.592
553,60,2.6784
445,71,2.6784
444,91,2.592
454,61,2.6784
635,46,2.592
750,36,2.6784
3121,32,2.6784
7377,7,2.5056
3108,15,2.6784
1980,21,2.592
1086,42,2.6784
791,55,2.592
650,60,2.6784
507,71,2.6784
464,91,2.592
467,61,2.6784
864,46,2.592
2405,36,2.6784
2840,32,2.6784
1624,7,2.4192
2334,15,2.6784
2354,21,2.592
1062,42,2.6784
804,55,2.592
594,60,2.6784
475,71,2.6784
385,91,2.592
662,61,2.6784
1580,46,2.592
1170,36,2.6784
4106,32,2.6784
2364,7,2.4192
2242,15,2.6784
1580,21,2.592
994,42,2.6784
739,55,2.592
626,60,2.6784
494,71,2.6784
451,91,2.592
555,61,2.6784
622,46,2.592
686,36,2.6784
2016,32,2.6784
4798,7,2.4192
2169,15,2.6784
1839,21,2.592
1104,42,2.6784
764,55,2.592
610,60,2.6784
510,71,2.6784
470,91,2.592
568,61,2.6784
852,46,2.592
1747,36,2.6784
1319,32,2.6784
955,7,2.5056
1118,15,2.6784
1260,21,2.592
673,42,2.6784
476,55,2.592
417,60,2.6784
356,71,2.6784
362,91,2.592
459,61,2.6784
475,46,2.592
634,36,2.6784
3118,32,2.6784
2824,7,2.4192
2128,15,2.6784
1676,21,2.592
937,42,2.6784
652,55,2.592
507,60,2.6784
411,71,2.6784
346,91,2.592
471,61,2.6784
636,46,2.592
2056,36,2.6784
2497,32,2.6784
1936,7,2.4192
1502,15,2.6784
1011,21,2.592
711,42,2.6784
515,55,2.592
426,60,2.6784
373,71,2.6784
317,91,2.592
402,61,2.6784
413,46,2.592
641,36,2.6784
912,32,2.6784
763,7,2.4192
1358,15,2.6784
1005,21,2.592
591,42,2.6784
400,55,2.592
306,60,2.6784
243,71,2.6784
237,91,2.592
317,61,2.6784
577,46,2.592
1663,36,2.6784
1362,32,2.6784
1497,7,2.5056
2383,15,2.6784
1310,21,2.592
763,42,2.6784
576,55,2.592
441,60,2.6784
354,71,2.6784
286,91,2.592
528,61,2.6784
623,46,2.592
1297,36,2.6784
1215,32,2.6784
1176,7,2.4192
1032,15,2.6784
675,21,2.592
528,42,2.6784
386,55,2.592
341,60,2.6784
310,71,2.6784
307,91,2.592
344,61,2.6784
910,46,2.592
4569,36,2.6784
2889,32,2.6784
1768,7,2.4192
1712,15,2.6784
1149,21,2.592
851,42,2.6784
622,55,2.592
535,60,2.6784
432,71,2.6784
469,91,2.592
463,61,2.6784
514,46,2.592
707,36,2.6784
1319,32,2.6784
1447,7,2.4192
2127,15,2.6784
1830,21,2.592
921,42,2.6784
621,55,2.592
481,60,2.6784
391,71,2.6784
361,91,2.592
379,61,2.6784
559,46,2.592
821,36,2.6784
1919,32,2.6784
3975,7,2.5056
1581,15,2.6784
1418,21,2.592
923,42,2.6784
642,55,2.592
502,60,2.6784
412,71,2.6784
413,91,2.592
585,61,2.6784
1157,46,2.592
2514,36,2.6784
1815,32,2.6784
1861,7,2.4192
1372,15,2.6784
1001,21,2.592
696,42,2.6784
509,55,2.592
406,60,2.6784
348,71,2.6784
344,91,2.592
405,61,2.6784
361,46,2.592
1007,36,2.6784
1601,32,2.6784
1212,7,2.4192
2472,15,2.6784
1496,21,2.592
803,42,2.6784
583,55,2.592
472,60,2.6784
372,71,2.6784
291,91,2.592
292,61,2.6784
566,46,2.592
970,36,2.6784
1338,32,2.6784
1710,7,2.4192
1269,15,2.6784
1551,21,2.592
982,42,2.6784
606,55,2.592
463,60,2.6784
357,71,2.6784
292,91,2.592
321,61,2.6784
528,46,2.592
1359,36,2.6784
1281,32,2.6784
867,7,2.5056
1121,15,2.6784
858,21,2.592
549,42,2.6784
412,55,2.592
332,60,2.6784
271,71,2.6784
224,91,2.592
353,61,2.6784
582,46,2.592
592,36,2.6784
1837,32,2.6784
1197,7,2.4192
2925,15,2.6784
2237,21,2.592
1104,42,2.6784
713,55,2.592
514,60,2.6784
360,71,2.6784
362,91,2.592
399,61,2.6784
553,46,2.592
874,36,2.6784
1085,32,2.6784
1468,7,2.4192
1113,15,2.6784
563,21,2.592
436,42,2.6784
326,55,2.592
238,60,2.6784
189,71,2.6784
207,91,2.592
226,61,2.6784
744,46,2.592
1094,36,2.6784
851,32,2.6784
728,7,2.4192
1179,15,2.6784
491,21,2.592
275,42,2.6784
222,55,2.592
217,60,2.6784
161,71,2.6784
194,91,2.592
247,61,2.6784
824,46,2.592
1766,36,2.6784
2172,32,2.6784
2161,7,2.5056
2179,15,2.6784
1102,21,2.592
594,42,2.6784
457,55,2.592
334,60,2.6784
269,71,2.6784
320,91,2.592
256,61,2.6784
835,46,2.592
1760,36,2.6784
1033,32,2.6784
842,7,2.4192
1360,15,2.6784
724,21,2.592
396,42,2.6784
327,55,2.592
227,60,2.6784
218,71,2.6784
206,91,2.592
409,61,2.6784
729,46,2.592
1261,36,2.6784
3004,32,2.6784
2166,7,2.4192
1226,15,2.6784
847,21,2.592
499,42,2.6784
359,55,2.592
287,60,2.6784
202,71,2.6784
211,91,2.592
176,61,2.6784
381,46,2.592
700,36,2.6784
1439,32,2.6784
1311,7,2.4192
1416,15,2.6784
1256,21,2.592
542,42,2.6784
361,55,2.592
251,60,2.6784
170,71,2.6784
199,91,2.592
175,61,2.6784
340,46,2.592
419,36,2.6784
1561,32,2.6784
3714,7,2.5056
2480,15,2.6784
1676,21,2.592
813,42,2.6784
524,55,2.592
375,60,2.6784
269,71,2.6784
232,91,2.592
288,61,2.6784
386,46,2.592
592,36,2.6784
1167,32,2.6784
1665,7,2.4192
2134,15,2.6784
1118,21,2.592
608,42,2.6784
377,55,2.592
285,60,2.6784
223,71,2.6784
164,91,2.592
142,61,2.6784
462,46,2.592
1539,36,2.6784
998,32,2.6784
952,7,2.4192
1533,15,2.6784
1474,21,2.592
647,42,2.6784
388,55,2.592
280,60,2.6784
232,71,2.6784
211,91,2.592
479,61,2.6784
732,46,2.592
992,36,2.6784
1311,32,2.6784
2865,7,2.4192
1233,15,2.6784
756,21,2.592
460,42,2.6784
310,55,2.592
257,60,2.6784
190,71,2.6784
154,91,2.592
131,61,2.6784
344,46,2.592
634,36,2.6784
623,32,2.6784
1477,7,2.5056
2095,15,2.6784
1378,21,2.592
599,42,2.6784
381,55,2.592
275,60,2.6784
192,71,2.6784
127,91,2.592
115,61,2.6784
448,46,2.592
1523,36,2.6784
1426,32,2.6784
1358,7,2.4192
1018,15,2.6784
1605,21,2.592
929,42,2.6784
519,55,2.592
339,60,2.6784
256,71,2.6784
276,91,2.592
573,61,2.6784
899,46,2.592
1413,36,2.6784
1804,32,2.6784
931,7,2.4192
1286,15,2.6784
985,21,2.592
372,42,2.6784
260,55,2.592
214,60,2.6784
172,71,2.6784
128,91,2.592
232,61,2.6784
729,46,2.592
1222,36,2.6784
2798,32,2.6784
1561,7,2.4192
2593,15,2.6784
1516,21,2.592
696,42,2.6784
490,55,2.592
369,60,2.6784
223,71,2.6784
146,91,2.592
350,61,2.6784
764,46,2.592
1607,36,2.6784
2642,32,2.6784
1805,7,2.5056
1220,15,2.6784
777,21,2.592
462,42,2.6784
374,55,2.592
257,60,2.6784
156,71,2.6784
166,91,2.592
262,61,2.6784
644,46,2.592
707,36,2.6784
1535,32,2.6784
1398,7,2.4192
1101,15,2.6784
1108,21,2.592
494,42,2.6784
456,55,2.592
291,60,2.6784
199,71,2.6784
139,91,2.592
252,61,2.6784
345,46,2.592
1387,36,2.6784
995,32,2.6784
1052,7,2.4192
1596,15,2.6784
1340,21,2.592
651,42,2.6784
392,55,2.592
275,60,2.6784
176,71,2.6784
152,91,2.592
147,61,2.6784
435,46,2.592
1035,36,2.6784
443,32,2.6784
963,7,2.4192
1122,15,2.6784
1086,21,2.592
760,42,2.6784
396,55,2.592
274,60,2.6784
182,71,2.6784
136,91,2.592
132,61,2.6784
195,46,2.592
261,36,2.6784
1762,32,2.6784
1084,7,2.5056
852,15,2.6784
381,21,2.592
266,42,2.6784
192,55,2.592
133,60,2.6784
157,71,2.6784
114,91,2.592
175,61,2.6784
420,46,2.592
511,36,2.6784
402,32,2.6784
879,7,2.4192
645,15,2.6784
627,21,2.592
309,42,2.6784
184,55,2.592
129,60,2.6784
106,71,2.6784
108,91,2.592
132,61,2.6784
300,46,2.592
947,36,2.6784
696,32,2.6784
1316,7,2.4192
1279,15,2.6784
996,21,2.592
411,42,2.6784
274,55,2.592
198,60,2.6784
155,71,2.6784
131,91,2.592
222,61,2.6784
577,46,2.592
886,36,2.6784
494,32,2.6784
597,7,2.4192
1087,15,2.6784
1153,21,2.592
502,42,2.6784
298,55,2.592
210,60,2.6784
160,71,2.6784
116,91,2.592
138,61,2.6784
222,46,2.592
326,36,2.6784
900,32,2.6784
1582,7,2.5056
2230,15,2.6784
1660,21,2.592
746,42,2.6784
451,55,2.592
313,60,2.6784
230,71,2.6784
165,91,2.592
192,61,2.6784
481,46,2.592
450,36,2.6784
