bhsf,bhtoc
3737.095411153002,2643.309691411768
3480.135302359467,2343.055770894291
2991.297396856731,3296.505535819934
3367.01243676136,3753.2156718911447
5501.172977188238,4935.4356554282385
9527.876038609927,7374.7667870153255
7953.620562321563,7684.515269034844
7768.80862877324,14394.559969245462
8816.134832276235,14133.901571170258
5315.613073037144,7199.867810051951
3596.7334401122607,3663.9497159863045
3276.421271459118,2438.6815417800735
2607.5020353123136,2006.3321249356986
2558.1500691879805,1761.48787416958
2873.6315973961855,2115.2596689188526
4109.241986177306,3367.4292163074383
10211.213095995425,9248.671741204851
15677.50764561474,11754.98390145563
11048.125273265128,13214.093249083748
13219.486105797256,21099.392585349553
10035.575172017945,17897.89955442712
6280.923721234428,11566.470644583736
3763.245902876751,5467.789227338063
3173.7676147938946,3318.828275929394
3191.983186982422,2504.396489450281
3064.298208098019,2053.801813715207
3165.240956885711,2542.24605728354
4898.052787322231,4189.9969639389
7329.427072372757,9871.561244647353
11008.235002234669,11366.096547000798
7767.162609978209,11917.64182670987
9153.573653384665,14607.25925745585
5603.13172081775,16086.568631722339
3941.129501823979,11926.469973493902
3092.3479265060078,5168.942244668502
3022.8085759365476,3305.4371307566457
2855.784784485265,2541.2516706889764
2668.665287757737,2268.6497569955277
2826.9355036827046,2488.227108351709
5058.0646400189125,5543.323423483471
17060.23314057994,23561.039687143824
26950.90800909661,28117.38024863704
12063.355502404438,17187.72017307814
9325.262812316629,20069.513695665948
6375.734997813444,14883.384779234568
4070.1621094053935,8769.813771802024
3189.933611689926,4848.112870896466
3268.3127267044997,3498.5927221511815
3021.5387672807456,2570.160291487091
3035.7585841512678,2649.672321627461
3321.6253229110744,2748.614817411458
4024.158238453238,3302.0618597944353
4613.332887029809,4640.817863269408
10058.194449330304,10341.706981297613
15658.414366390969,13415.789857670401
14246.09390898405,17274.672604076022
15591.842601708635,20290.58418470165
7671.176240433691,13422.649403037449
4609.059070342665,6343.419262131152
3693.8273640008647,3533.8851192768902
3353.69598469113,2751.5304314273553
3142.107265809672,2342.3718458017056
4060.445290873371,2468.2249834658683
5645.532790522476,3563.4708896874067
9385.865042497622,5872.894828003171
14195.24942173425,11210.228523726017
27061.366786490642,30526.223597141987
38509.265546539704,17213.737334089685
13104.299142935848,16195.048969165957
8596.547968623927,9834.451027929605
5609.819747979025,4975.200736493247
4484.509487005869,3277.7208119099455
4124.2979074683335,2589.2895968835423
4192.475411794636,2578.013919279955
5537.443137932616,3088.029705022121
11954.967253849325,5620.532245752132
14589.291904610052,14097.619709140261
17287.33622071649,13629.325806825222
13808.729946961621,14897.003161726507
12491.2465711172,14720.852794489361
7928.426574064561,12069.597863860865
5607.393652937024,7617.4992358515565
4298.044327356172,3947.832346037144
3722.130488116373,2748.163377779665
3567.450632006839,2223.3835944631287
3188.7131993094927,2122.1451227630873
3722.1773019797574,2516.357112535957
3878.7598195263463,2844.493514653554
5604.195820752938,5818.632717201227
15306.153316741023,13351.314182167975
14345.69195369041,15161.345616809844
14298.809051565644,23772.503315046968
14883.05113024446,19436.69512160646
6764.661857075554,10007.73828039414
4848.804976162682,5364.201292148518
4109.568369532216,3623.5213518783366
3347.4271085879527,2597.0590490339528
3339.678832464746,2127.3795117547406
2649.394340410254,2148.901850944763
2920.970626337964,3008.6002915902773
8943.030496665833,6692.342225434328
8784.67369024472,11320.92810759481
8980.367797952524,16789.810628740637
9242.671057069496,15681.15473031377
8051.33412901249,19256.670423934458
5400.039861077763,15510.890655299605
4158.9896098468,7929.884089472583
3224.4236196270185,3950.5469305115735
2836.1336441923295,2799.0761676198863
2268.5850722528958,2115.767337370098
2749.2026073156003,2249.3396764660756
4946.335124186389,3776.2333229898804
9257.858627740115,8957.542547482415
13647.676332083753,12140.640067850863
7013.512428389354,10021.607279868042
6433.497322566633,12612.984010975986
5578.321631437217,13196.004751342674
3923.7580768280886,9080.535093306411
3067.2393596640013,4336.201006080031
2567.0486190157844,2873.6366592425848
2016.975815449143,2188.910927325497
2010.8846166055682,1737.8273979496412
2370.7783971750514,2346.520294366717
4851.970121348782,4064.4404408999035
10089.925141624144,5227.818210328333
18185.450926983878,13118.908903884738
14745.016336211902,14500.065573642163
12601.15057012393,23856.377824862804
12984.382080204883,27173.984550051417
7649.710860209205,17256.569410024567
5240.947684841238,7663.410745771648
4019.9116154054936,4582.8164300708095
3624.700993250617,3107.328763905561
3172.62174383589,2692.9717695639656
3287.8689750353133,2752.9163733808964
3850.549355160821,3260.310853883179
9216.161250890302,5832.873652179842
10327.737041344866,8522.747738861592
9810.833521341205,11505.029815290873
9478.611725174549,13244.037280229633
4842.601641677616,8428.474863056423
3631.5054661508134,4925.857559621234
2892.5195243390854,2818.3644753786693
2469.0166188254198,2152.9029795051874
2283.9039614853837,1461.3906196778928
2027.9764376343642,1492.0702268212356
2077.7313539897814,1622.8105317186248
5467.034861290539,3834.018574026206
9206.245067707427,7057.264293766855
9184.704209247324,9187.904005434
5632.071801643429,8344.910773857036
11583.484436945231,13949.51462288054
7574.581065673568,9576.751133492638
3826.8989715783982,7390.884926896334
2670.8995979377432,3234.200721963203
2301.0119409309864,2182.9364435282323
1977.5985593466712,1596.1981485571614
2202.807900754328,1530.4214276870498
1768.7543955668834,1744.285778540158
4395.338864344394,4441.597802895989
9177.149553600551,10927.08623703784
12473.813955425174,18226.8996954773
15043.635575469227,19351.553721818862
13140.11427417066,23203.4480857019
10616.361175297487,17446.353973120218
5292.001534925779,10994.34238318262
3578.4325827347047,4604.967811528848
2784.202283518214,3141.5394410962444
2876.9638645381056,2359.586989057032
2706.806031379388,2217.4011170555655
2365.9144545498757,2106.7019418870004
4901.400838888817,4824.009748739381
10465.017216129747,11689.394084645395
10018.640044740834,10495.653469268858
5160.862379479733,10322.972011337155
5123.750177322248,14466.041453453128
3839.950553227546,13239.804707474177
2464.2134645179235,6746.800542223762
2414.2076888142797,3914.8254619346835
1945.6898982414796,2558.1592137338357
