qnat,evap,conversor
797,34,2.6784
489,53,2.592
368,61,2.6784
311,71,2.6784
290,93,2.592
414,60,2.6784
1075,41,2.592
1209,35,2.6784
1423,24,2.6784
1426,6,2.4192
1992,11,2.6784
1943,7,2.592
831,34,2.6784
595,53,2.592
439,61,2.6784
355,71,2.6784
330,93,2.592
347,60,2.6784
357,41,2.592
1433,35,2.6784
1168,24,2.6784
1441,6,2.5056
4149,11,2.6784
1743,7,2.592
925,34,2.6784
541,53,2.592
392,61,2.6784
317,71,2.6784
324,93,2.592
296,60,2.6784
727,41,2.592
2131,35,2.6784
1012,24,2.6784
989,6,2.4192
1549,11,2.6784
1383,7,2.592
589,34,2.6784
404,53,2.592
322,61,2.6784
281,71,2.6784
271,93,2.592
587,60,2.6784
839,41,2.592
2030,35,2.6784
1677,24,2.6784
3224,6,2.4192
1487,11,2.6784
1661,7,2.592
621,34,2.6784
430,53,2.592
341,61,2.6784
287,71,2.6784
252,93,2.592
228,60,2.6784
486,41,2.592
2118,35,2.6784
2083,24,2.6784
2252,6,2.4192
1638,11,2.6784
2091,7,2.592
628,34,2.6784
462,53,2.592
342,61,2.6784
286,71,2.6784
269,93,2.592
495,60,2.6784
856,41,2.592
2443,35,2.6784
2296,24,2.6784
1153,6,2.5056
2811,11,2.6784
1149,7,2.592
874,34,2.6784
537,53,2.592
387,61,2.6784
310,71,2.6784
269,93,2.592
397,60,2.6784
2101,41,2.592
4103,35,2.6784
5476,24,2.6784
4778,6,2.4192
6075,11,2.6784
4880,7,2.592
1421,34,2.6784
931,53,2.592
683,61,2.6784
498,71,2.6784
420,93,2.592
485,60,2.6784
728,41,2.592
1672,35,2.6784
2345,24,2.6784
5294,6,2.4192
3311,11,2.6784
3985,7,2.592
1711,34,2.6784
906,53,2.592
703,61,2.6784
495,71,2.6784
490,93,2.592
580,60,2.6784
673,41,2.592
1257,35,2.6784
6004,24,2.6784
2795,6,2.4192
2635,11,2.6784
1336,7,2.592
624,34,2.6784
482,53,2.592
356,61,2.6784
288,71,2.6784
250,93,2.592
362,60,2.6784
916,41,2.592
898,35,2.6784
3006,24,2.6784
4512,6,2.5056
5253,11,2.6784
2755,7,2.592
1195,34,2.6784
810,53,2.592
602,61,2.6784
463,71,2.6784
330,93,2.592
395,60,2.6784
972,41,2.592
2210,35,2.6784
3128,24,2.6784
3935,6,2.4192
2828,11,2.6784
1415,7,2.592
1327,34,2.6784
662,53,2.592
489,61,2.6784
429,71,2.6784
364,93,2.592
320,60,2.6784
419,41,2.592
987,35,2.6784
1683,24,2.6784
2276,6,2.4192
2811,11,2.6784
1295,7,2.592
816,34,2.6784
524,53,2.592
402,61,2.6784
322,71,2.6784
286,93,2.592
475,60,2.6784
723,41,2.592
2328,35,2.6784
2344,24,2.6784
2864,6,2.4192
1515,11,2.6784
1018,7,2.592
818,34,2.6784
492,53,2.592
383,61,2.6784
310,71,2.6784
266,93,2.592
244,60,2.6784
487,41,2.592
780,35,2.6784
4845,24,2.6784
5464,6,2.5056
2568,11,2.6784
1998,7,2.592
1094,34,2.6784
668,53,2.592
496,61,2.6784
381,71,2.6784
297,93,2.592
545,60,2.6784
1455,41,2.592
2343,35,2.6784
2295,24,2.6784
2365,6,2.4192
3214,11,2.6784
3452,7,2.592
1433,34,2.6784
854,53,2.592
622,61,2.6784
467,71,2.6784
362,93,2.592
868,60,2.6784
1436,41,2.592
2126,35,2.6784
2531,24,2.6784
6341,6,2.4192
4588,11,2.6784
2609,7,2.592
1311,34,2.6784
848,53,2.592
631,61,2.6784
493,71,2.6784
424,93,2.592
635,60,2.6784
746,41,2.592
1502,35,2.6784
1659,24,2.6784
2747,6,2.4192
2654,11,2.6784
2177,7,2.592
1121,34,2.6784
700,53,2.592
519,61,2.6784
410,71,2.6784
356,93,2.592
377,60,2.6784
1040,41,2.592
1765,35,2.6784
1618,24,2.6784
3547,6,2.5056
5751,11,2.6784
2093,7,2.592
1161,34,2.6784
770,53,2.592
577,61,2.6784
465,71,2.6784
431,93,2.592
525,60,2.6784
1889,41,2.592
3748,35,2.6784
2290,24,2.6784
3469,6,2.4192
3321,11,2.6784
1514,7,2.592
1219,34,2.6784
708,53,2.592
569,61,2.6784
470,71,2.6784
429,93,2.592
490,60,2.6784
1323,41,2.592
3378,35,2.6784
5537,24,2.6784
4054,6,2.4192
4963,11,2.6784
2432,7,2.592
1331,34,2.6784
885,53,2.592
688,61,2.6784
561,71,2.6784
523,93,2.592
758,60,2.6784
1530,41,2.592
1167,35,2.6784
974,24,2.6784
1120,6,2.4192
1523,11,2.6784
1575,7,2.592
786,34,2.6784
557,53,2.592
429,61,2.6784
371,71,2.6784
375,93,2.592
619,60,2.6784
2063,41,2.592
2650,35,2.6784
1465,24,2.6784
1695,6,2.5056
2254,11,2.6784
1901,7,2.592
900,34,2.6784
642,53,2.592
509,61,2.6784
425,71,2.6784
377,93,2.592
682,60,2.6784
1068,41,2.592
3108,35,2.6784
2348,24,2.6784
2228,6,2.4192
2932,11,2.6784
2875,7,2.592
1322,34,2.6784
796,53,2.592
650,61,2.6784
510,71,2.6784
427,93,2.592
1175,60,2.6784
1772,41,2.592
2629,35,2.6784
2108,24,2.6784
2442,6,2.4192
4819,11,2.6784
4073,7,2.592
2156,34,2.6784
1177,53,2.592
823,61,2.6784
673,71,2.6784
567,93,2.592
796,60,2.6784
1156,41,2.592
1632,35,2.6784
1794,24,2.6784
2614,6,2.4192
1560,11,2.6784
2191,7,2.592
985,34,2.6784
720,53,2.592
592,61,2.6784
490,71,2.6784
429,93,2.592
710,60,2.6784
1310,41,2.592
1275,35,2.6784
1140,24,2.6784
1667,6,2.5056
2032,11,2.6784
1206,7,2.592
870,34,2.6784
609,53,2.592
508,61,2.6784
440,71,2.6784
497,93,2.592
741,60,2.6784
1715,41,2.592
2523,35,2.6784
3379,24,2.6784
5538,6,2.4192
1653,11,2.6784
1753,7,2.592
1078,34,2.6784
830,53,2.592
636,61,2.6784
532,71,2.6784
505,93,2.592
559,60,2.6784
776,41,2.592
2278,35,2.6784
5661,24,2.6784
5085,6,2.4192
6359,11,2.6784
3492,7,2.592
1625,34,2.6784
1190,53,2.592
901,61,2.6784
717,71,2.6784
615,93,2.592
788,60,2.6784
976,41,2.592
2258,35,2.6784
6185,24,2.6784
8999,6,2.4192
4055,11,2.6784
2420,7,2.592
1511,34,2.6784
1122,53,2.592
877,61,2.6784
742,71,2.6784
741,93,2.592
753,60,2.6784
1346,41,2.592
1533,35,2.6784
5324,24,2.6784
12561,6,2.5056
4754,11,2.6784
2940,7,2.592
1739,34,2.6784
1253,53,2.592
1018,61,2.6784
823,71,2.6784
760,93,2.592
756,60,2.6784
1524,41,2.592
4039,35,2.6784
5392,24,2.6784
2730,6,2.4192
3334,11,2.6784
3476,7,2.592
1568,34,2.6784
1252,53,2.592
915,61,2.6784
750,71,2.6784
621,93,2.592
907,60,2.6784
2982,41,2.592
2411,35,2.6784
8383,24,2.6784
4493,6,2.4192
3689,11,2.6784
2708,7,2.592
1517,34,2.6784
1175,53,2.592
898,61,2.6784
774,71,2.6784
786,93,2.592
926,60,2.6784
1061,41,2.592
1165,35,2.6784
3777,24,2.6784
8280,6,2.4192
3947,11,2.6784
3248,7,2.592
1518,34,2.6784
1100,53,2.592
857,61,2.6784
726,71,2.6784
624,93,2.592
820,60,2.6784
1381,41,2.592
3089,35,2.6784
1992,24,2.6784
1553,6,2.5056
1901,11,2.6784
2346,7,2.592
1048,34,2.6784
762,53,2.592
629,61,2.6784
547,71,2.6784
578,93,2.592
751,60,2.6784
783,41,2.592
1159,35,2.6784
5040,24,2.6784
4799,6,2.4192
3335,11,2.6784
2528,7,2.592
1375,34,2.6784
965,53,2.592
747,61,2.6784
646,71,2.6784
572,93,2.592
805,60,2.6784
1166,41,2.592
3970,35,2.6784
5477,24,2.6784
3496,6,2.4192
2828,11,2.6784
1816,7,2.592
1184,34,2.6784
826,53,2.592
691,61,2.6784
617,71,2.6784
563,93,2.592
734,60,2.6784
709,41,2.592
1083,35,2.6784
1465,24,2.6784
1316,6,2.4192
2621,11,2.6784
1881,7,2.592
1137,34,2.6784
660,53,2.592
543,61,2.6784
463,71,2.6784
431,93,2.592
532,60,2.6784
928,41,2.592
3254,35,2.6784
2524,24,2.6784
2595,6,2.5056
5272,11,2.6784
2306,7,2.592
1212,34,2.6784
867,53,2.592
702,61,2.6784
581,71,2.6784
498,93,2.592
727,60,2.6784
1042,41,2.592
3239,35,2.6784
2101,24,2.6784
1958,6,2.4192
1855,11,2.6784
1163,7,2.592
853,34,2.6784
636,53,2.592
553,61,2.6784
505,71,2.6784
499,93,2.592
598,60,2.6784
1528,41,2.592
8897,35,2.6784
5900,24,2.6784
3128,6,2.4192
3203,11,2.6784
1939,7,2.592
1286,34,2.6784
941,53,2.592
816,61,2.6784
662,71,2.6784
729,93,2.592
702,60,2.6784
802,41,2.592
1180,35,2.6784
2444,24,2.6784
2609,6,2.4192
3975,11,2.6784
3244,7,2.592
1387,34,2.6784
954,53,2.592
753,61,2.6784
625,71,2.6784
547,93,2.592
581,60,2.6784
981,41,2.592
1272,35,2.6784
4283,24,2.6784
8514,6,2.5056
2484,11,2.6784
2325,7,2.592
1431,34,2.6784
1016,53,2.592
820,61,2.6784
690,71,2.6784
693,93,2.592
917,60,2.6784
1898,41,2.592
5081,35,2.6784
3073,24,2.6784
3369,6,2.4192
2110,11,2.6784
1560,7,2.592
1128,34,2.6784
829,53,2.592
680,61,2.6784
596,71,2.6784
558,93,2.592
695,60,2.6784
665,41,2.592
1560,35,2.6784
2869,24,2.6784
2070,6,2.4192
4757,11,2.6784
2792,7,2.592
1258,34,2.6784
986,53,2.592
775,61,2.6784
627,71,2.6784
526,93,2.592
515,60,2.6784
942,41,2.592
1555,35,2.6784
1968,24,2.6784
2831,6,2.4192
1954,11,2.6784
2649,7,2.592
1651,34,2.6784
959,53,2.592
739,61,2.6784
600,71,2.6784
516,93,2.592
565,60,2.6784
934,41,2.592
2176,35,2.6784
2157,24,2.6784
1277,6,2.5056
1721,11,2.6784
1334,7,2.592
875,34,2.6784
667,53,2.592
551,61,2.6784
490,71,2.6784
440,93,2.592
596,60,2.6784
1136,41,2.592
1145,35,2.6784
3013,24,2.6784
2002,6,2.4192
5166,11,2.6784
4093,7,2.592
1769,34,2.6784
1136,53,2.592
870,61,2.6784
687,71,2.6784
676,93,2.592
741,60,2.6784
852,41,2.592
1439,35,2.6784
1712,24,2.6784
2567,6,2.4192
1910,11,2.6784
987,7,2.592
671,34,2.6784
527,53,2.592
446,61,2.6784
375,71,2.6784
373,93,2.592
422,60,2.6784
1125,41,2.592
1739,35,2.6784
1519,24,2.6784
1185,6,2.4192
2103,11,2.6784
781,7,2.592
549,34,2.6784
404,53,2.592
390,61,2.6784
339,71,2.6784
357,93,2.592
418,60,2.6784
1360,41,2.592
3009,35,2.6784
3673,24,2.6784
3427,6,2.5056
3773,11,2.6784
1830,7,2.592
957,34,2.6784
722,53,2.592
589,61,2.6784
480,71,2.6784
531,93,2.592
443,60,2.6784
1364,41,2.592
3305,35,2.6784
1582,24,2.6784
1264,6,2.4192
2427,11,2.6784
1236,7,2.592
726,34,2.6784
561,53,2.592
486,61,2.6784
412,71,2.6784
415,93,2.592
663,60,2.6784
1081,41,2.592
1814,35,2.6784
6560,24,2.6784
3811,6,2.4192
1961,11,2.6784
1567,7,2.592
854,34,2.6784
572,53,2.592
460,61,2.6784
342,71,2.6784
367,93,2.592
316,60,2.6784
570,41,2.592
1110,35,2.6784
2375,24,2.6784
2272,6,2.4192
2516,11,2.6784
2524,7,2.592
983,34,2.6784
610,53,2.592
414,61,2.6784
291,71,2.6784
312,93,2.592
310,60,2.6784
568,41,2.592
718,35,2.6784
2627,24,2.6784
6551,6,2.5056
4895,11,2.6784
3061,7,2.592
1374,34,2.6784
824,53,2.592
588,61,2.6784
425,71,2.6784
357,93,2.592
431,60,2.6784
607,41,2.592
968,35,2.6784
1857,24,2.6784
2875,6,2.4192
4230,11,2.6784
2387,7,2.592
1237,34,2.6784
688,53,2.592
475,61,2.6784
362,71,2.6784
271,93,2.592
272,60,2.6784
691,41,2.592
2737,35,2.6784
2186,24,2.6784
1581,6,2.4192
2782,11,2.6784
3170,7,2.592
1321,34,2.6784
696,53,2.592
480,61,2.6784
374,71,2.6784
375,93,2.592
726,60,2.6784
1146,41,2.592
1469,35,2.6784
1918,24,2.6784
4629,6,2.4192
2163,11,2.6784
1197,7,2.592
723,34,2.6784
477,53,2.592
379,61,2.6784
287,71,2.6784
247,93,2.592
245,60,2.6784
515,41,2.592
939,35,2.6784
941,24,2.6784
2380,6,2.5056
3207,11,2.6784
2405,7,2.592
1006,34,2.6784
565,53,2.592
395,61,2.6784
263,71,2.6784
201,93,2.592
185,60,2.6784
721,41,2.592
2528,35,2.6784
2226,24,2.6784
2269,6,2.4192
1812,11,2.6784
2814,7,2.592
1996,34,2.6784
930,53,2.592
546,61,2.6784
390,71,2.6784
414,93,2.592
821,60,2.6784
1521,41,2.592
2164,35,2.6784
3114,24,2.6784
1646,6,2.4192
2280,11,2.6784
1825,7,2.592
668,34,2.6784
410,53,2.592
339,61,2.6784
266,71,2.6784
217,93,2.592
365,60,2.6784
1058,41,2.592
1719,35,2.6784
4033,24,2.6784
2601,6,2.4192
4456,11,2.6784
2854,7,2.592
1118,34,2.6784
743,53,2.592
546,61,2.6784
349,71,2.6784
226,93,2.592
526,60,2.6784
1186,41,2.592
2518,35,2.6784
4525,24,2.6784
3036,6,2.5056
2182,11,2.6784
1304,7,2.592
759,34,2.6784
556,53,2.592
384,61,2.6784
253,71,2.6784
231,93,2.592
300,60,2.6784
1050,41,2.592
1122,35,2.6784
2319,24,2.6784
2203,6,2.4192
1842,11,2.6784
1957,7,2.592
815,34,2.6784
660,53,2.592
418,61,2.6784
290,71,2.6784
219,93,2.592
373,60,2.6784
524,41,2.592
2524,35,2.6784
1907,24,2.6784
1986,6,2.4192
3029,11,2.6784
2423,7,2.592
1087,34,2.6784
638,53,2.592
435,61,2.6784
282,71,2.6784
257,93,2.592
255,60,2.6784
710,41,2.592
1715,35,2.6784
782,24,2.6784
1549,6,2.4192
1874,11,2.6784
1942,7,2.592
1336,34,2.6784
621,53,2.592
405,61,2.6784
275,71,2.6784
219,93,2.592
231,60,2.6784
342,41,2.592
402,35,2.6784
3125,24,2.6784
1774,6,2.5056
1357,11,2.6784
611,7,2.592
387,34,2.6784
285,53,2.592
206,61,2.6784
221,71,2.6784
190,93,2.592
272,60,2.6784
581,41,2.592
767,35,2.6784
635,24,2.6784
1485,6,2.4192
1092,11,2.6784
1196,7,2.592
477,34,2.6784
275,53,2.592
200,61,2.6784
164,71,2.6784
150,93,2.592
180,60,2.6784
540,41,2.592
1486,35,2.6784
1107,24,2.6784
2864,6,2.4192
2507,11,2.6784
2029,7,2.592
709,34,2.6784
438,53,2.592
310,61,2.6784
249,71,2.6784
194,93,2.592
345,60,2.6784
872,41,2.592
1371,35,2.6784
801,24,2.6784
986,6,2.4192
1983,11,2.6784
1945,7,2.592
813,34,2.6784
449,53,2.592
303,61,2.6784
232,71,2.6784
204,93,2.592
234,60,2.6784
368,41,2.592
510,35,2.6784
1437,24,2.6784
2467,6,2.5056
3965,11,2.6784
3379,7,2.592
1275,34,2.6784
700,53,2.592
460,61,2.6784
335,71,2.6784
249,93,2.592
279,60,2.6784
754,41,2.592
705,35,2.6784
