qnat,evap,conversor
4318,108,2.6784
2353,104,2.592
1942,165,2.6784
1626,203,2.6784
1613,234,2.592
1436,267,2.6784
3112,245,2.592
4248,223,2.6784
6343,171,2.6784
4520,109,2.5056
5422,61,2.6784
4016,56,2.592
2210,108,2.6784
1846,104,2.592
1581,165,2.6784
1359,203,2.6784
1207,234,2.592
1323,267,2.6784
1504,245,2.592
5155,223,2.6784
7850,171,2.6784
9219,109,2.4192
13034,61,2.6784
7136,56,2.592
3499,108,2.6784
2589,104,2.592
2155,165,2.6784
1820,203,2.6784
1547,234,2.592
1464,267,2.6784
2929,245,2.592
2944,223,2.6784
4451,171,2.6784
4716,109,2.4192
3461,61,2.6784
3784,56,2.592
2620,108,2.6784
1742,104,2.592
1515,165,2.6784
1305,203,2.6784
1076,234,2.592
1266,267,2.6784
2138,245,2.592
4127,223,2.6784
4179,171,2.6784
4156,109,2.4192
4439,61,2.6784
4855,56,2.592
2522,108,2.6784
1846,104,2.592
1487,165,2.6784
1276,203,2.6784
1103,234,2.592
1027,267,2.6784
942,245,2.592
1641,223,2.6784
3310,171,2.6784
4717,109,2.5056
5792,61,2.6784
6938,56,2.592
3257,108,2.6784
1971,104,2.592
1605,165,2.6784
1312,203,2.6784
1192,234,2.592
1136,267,2.6784
1782,245,2.592
3393,223,2.6784
3563,171,2.6784
1792,109,2.4192
2684,61,2.6784
3741,56,2.592
1934,108,2.6784
1308,104,2.592
1108,165,2.6784
972,203,2.6784
858,234,2.592
1161,267,2.6784
1411,245,2.592
3189,223,2.6784
4405,171,2.6784
2779,109,2.4192
2780,61,2.6784
2429,56,2.592
1444,108,2.6784
1201,104,2.592
979,165,2.6784
852,203,2.6784
715,234,2.592
645,267,2.6784
880,245,2.592
3544,223,2.6784
2310,171,2.6784
4051,109,2.4192
2165,61,2.6784
2616,56,2.592
1437,108,2.6784
1072,104,2.592
900,165,2.6784
788,203,2.6784
678,234,2.592
661,267,2.6784
1977,245,2.592
3305,223,2.6784
5370,171,2.6784
2215,109,2.5056
4585,61,2.6784
2543,56,2.592
1773,108,2.6784
1640,104,2.592
1325,165,2.6784
1067,203,2.6784
903,234,2.592
841,267,2.6784
1468,245,2.592
3687,223,2.6784
5948,171,2.6784
7119,109,2.4192
6903,61,2.6784
7965,56,2.592
5817,108,2.6784
2769,104,2.592
2033,165,2.6784
1644,203,2.6784
1373,234,2.592
1522,267,2.6784
1416,245,2.592
4341,223,2.6784
3623,171,2.6784
5212,109,2.4192
3385,61,2.6784
3104,56,2.592
2421,108,2.6784
1697,104,2.592
1413,165,2.6784
1421,203,2.6784
1128,234,2.592
1518,267,2.6784
1838,245,2.592
1798,223,2.6784
3601,171,2.6784
3660,109,2.4192
3495,61,2.6784
2708,56,2.592
1364,108,2.6784
1139,104,2.592
1015,165,2.6784
906,203,2.6784
820,234,2.592
847,267,2.6784
1600,245,2.592
2711,223,2.6784
3291,171,2.6784
5729,109,2.5056
6124,61,2.6784
6060,56,2.592
2468,108,2.6784
1764,104,2.592
1388,165,2.6784
1151,203,2.6784
979,234,2.592
902,267,2.6784
1076,245,2.592
4172,223,2.6784
5755,171,2.6784
7765,109,2.4192
6407,61,2.6784
3479,56,2.592
2328,108,2.6784
1737,104,2.592
1389,165,2.6784
1188,203,2.6784
993,234,2.592
883,267,2.6784
1098,245,2.592
1680,223,2.6784
3616,171,2.6784
5406,109,2.4192
4433,61,2.6784
3161,56,2.592
2003,108,2.6784
1476,104,2.592
1260,165,2.6784
993,203,2.6784
844,234,2.592
1173,267,2.6784
1967,245,2.592
3057,223,2.6784
5658,171,2.6784
6556,109,2.4192
3462,61,2.6784
1684,56,2.592
1401,108,2.6784
1119,104,2.592
991,165,2.6784
898,203,2.6784
801,234,2.592
712,267,2.6784
946,245,2.592
1106,223,2.6784
3543,171,2.6784
7732,109,2.5056
5284,61,2.6784
2569,56,2.592
1566,108,2.6784
1166,104,2.592
1019,165,2.6784
924,203,2.6784
734,234,2.592
878,267,2.6784
2855,245,2.592
4250,223,2.6784
5188,171,2.6784
5056,109,2.4192
5560,61,2.6784
5836,56,2.592
2872,108,2.6784
1837,104,2.592
1510,165,2.6784
1269,203,2.6784
1053,234,2.592
1430,267,2.6784
2663,245,2.592
4170,223,2.6784
4402,171,2.6784
6188,109,2.4192
6708,61,2.6784
4287,56,2.592
2625,108,2.6784
1908,104,2.592
1513,165,2.6784
1330,203,2.6784
1081,234,2.592
1200,267,2.6784
1911,245,2.592
2532,223,2.6784
5105,171,2.6784
4685,109,2.4192
4016,61,2.6784
3596,56,2.592
2453,108,2.6784
1537,104,2.592
1296,165,2.6784
1135,203,2.6784
968,234,2.592
887,267,2.6784
1703,245,2.592
3911,223,2.6784
5561,171,2.6784
4444,109,2.5056
6495,61,2.6784
5090,56,2.592
2309,108,2.6784
1641,104,2.592
1430,165,2.6784
1307,203,2.6784
1238,234,2.592
1298,267,2.6784
1760,245,2.592
4453,223,2.6784
2837,171,2.6784
3950,109,2.4192
3851,61,2.6784
2322,56,2.592
1656,108,2.6784
1233,104,2.592
1107,165,2.6784
987,203,2.6784
841,234,2.592
905,267,2.6784
2631,245,2.592
4879,223,2.6784
5959,171,2.6784
6441,109,2.4192
4717,61,2.6784
2574,56,2.592
1899,108,2.6784
1428,104,2.592
1273,165,2.6784
1098,203,2.6784
1060,234,2.592
1561,267,2.6784
2982,245,2.592
2702,223,2.6784
1650,171,2.6784
1436,109,2.4192
1755,61,2.6784
1407,56,2.592
1122,108,2.6784
913,104,2.592
827,165,2.6784
722,203,2.6784
743,234,2.592
1182,267,2.6784
2377,245,2.592
6411,223,2.6784
4959,171,2.6784
2886,109,2.5056
3381,61,2.6784
2972,56,2.592
1785,108,2.6784
1250,104,2.592
1143,165,2.6784
1021,203,2.6784
863,234,2.592
1418,267,2.6784
1969,245,2.592
3790,223,2.6784
4644,171,2.6784
3784,109,2.4192
3607,61,2.6784
4402,56,2.592
2054,108,2.6784
1443,104,2.592
1253,165,2.6784
1001,203,2.6784
836,234,2.592
1341,267,2.6784
3233,245,2.592
4492,223,2.6784
4561,171,2.6784
3046,109,2.4192
3222,61,2.6784
5184,56,2.592
2872,108,2.6784
1718,104,2.592
1397,165,2.6784
1233,203,2.6784
1046,234,2.592
1116,267,2.6784
1868,245,2.592
2410,223,2.6784
4301,171,2.6784
4111,109,2.4192
2392,61,2.6784
2446,56,2.592
1924,108,2.6784
1233,104,2.592
1133,165,2.6784
961,203,2.6784
780,234,2.592
1033,267,2.6784
2358,245,2.592
2727,223,2.6784
2007,171,2.6784
1927,109,2.5056
2107,61,2.6784
1765,56,2.592
1037,108,2.6784
1015,104,2.592
796,165,2.6784
772,203,2.6784
985,234,2.592
1442,267,2.6784
2187,245,2.592
4818,223,2.6784
4701,171,2.6784
5751,109,2.4192
2163,61,2.6784
2131,56,2.592
1797,108,2.6784
1294,104,2.592
1091,165,2.6784
955,203,2.6784
912,234,2.592
1149,267,2.6784
1477,245,2.592
2873,223,2.6784
5872,171,2.6784
5145,109,2.4192
6259,61,2.6784
4019,56,2.592
2490,108,2.6784
2221,104,2.592
1526,165,2.6784
1458,203,2.6784
1187,234,2.592
1614,267,2.6784
2055,245,2.592
4045,223,2.6784
5929,171,2.6784
9409,109,2.4192
15676,61,2.6784
7174,56,2.592
3610,108,2.6784
2745,104,2.592
2267,165,2.6784
1949,203,2.6784
2034,234,2.592
1992,267,2.6784
3305,245,2.592
3333,223,2.6784
6347,171,2.6784
9918,109,2.5056
10490,61,2.6784
4684,56,2.592
3388,108,2.6784
2359,104,2.592
2220,165,2.6784
1875,203,2.6784
1669,234,2.592
1808,267,2.6784
2380,245,2.592
4856,223,2.6784
5974,171,2.6784
4916,109,2.4192
3817,61,2.6784
5781,56,2.592
2728,108,2.6784
2026,104,2.592
1637,165,2.6784
1509,203,2.6784
1342,234,2.592
1960,267,2.6784
4448,245,2.592
6170,223,2.6784
6811,171,2.6784
7990,109,2.4192
7135,61,2.6784
6885,56,2.592
3678,108,2.6784
2536,104,2.592
2131,165,2.6784
1765,203,2.6784
1586,234,2.592
1618,267,2.6784
1481,245,2.592
1701,223,2.6784
5072,171,2.6784
7258,109,2.4192
9245,61,2.6784
6550,56,2.592
4189,108,2.6784
2510,104,2.592
2070,165,2.6784
1748,203,2.6784
1441,234,2.592
2050,267,2.6784
3720,245,2.592
5827,223,2.6784
6328,171,2.6784
2999,109,2.5056
2686,61,2.6784
3469,56,2.592
1773,108,2.6784
1328,104,2.592
1158,165,2.6784
1059,203,2.6784
1270,234,2.592
1314,267,2.6784
1691,245,2.592
3888,223,2.6784
5566,171,2.6784
7789,109,2.4192
6701,61,2.6784
5015,56,2.592
2432,108,2.6784
1773,104,2.592
1423,165,2.6784
1259,203,2.6784
1235,234,2.592
1636,267,2.6784
2148,245,2.592
3265,223,2.6784
6332,171,2.6784
7556,109,2.4192
4732,61,2.6784
2140,56,2.592
1753,108,2.6784
1283,104,2.592
1230,165,2.6784
1230,203,2.6784
1128,234,2.592
1056,267,2.6784
1117,245,2.592
1872,223,2.6784
3150,171,2.6784
2606,109,2.4192
2604,61,2.6784
2759,56,2.592
1701,108,2.6784
1159,104,2.592
1071,165,2.6784
840,203,2.6784
800,234,2.592
920,267,2.6784
1325,245,2.592
3709,223,2.6784
5163,171,2.6784
3829,109,2.5056
4116,61,2.6784
2843,56,2.592
1852,108,2.6784
1173,104,2.592
1033,165,2.6784
979,203,2.6784
767,234,2.592
989,267,2.6784
1566,245,2.592
2619,223,2.6784
3601,171,2.6784
2715,109,2.4192
3018,61,2.6784
1672,56,2.592
1142,108,2.6784
1030,104,2.592
1013,165,2.6784
858,203,2.6784
893,234,2.592
996,267,2.6784
1883,245,2.592
5073,223,2.6784
9467,171,2.6784
3681,109,2.4192
3101,61,2.6784
1975,56,2.592
1359,108,2.6784
1060,104,2.592
1130,165,2.6784
987,203,2.6784
968,234,2.592
984,267,2.6784
1355,245,2.592
1617,223,2.6784
3742,171,2.6784
5138,109,2.4192
4639,61,2.6784
5139,56,2.592
2340,108,2.6784
1470,104,2.592
1222,165,2.6784
1125,203,2.6784
1031,234,2.592
1323,267,2.6784
2095,245,2.592
3057,223,2.6784
4651,171,2.6784
9244,109,2.5056
12915,61,2.6784
3754,56,2.592
2614,108,2.6784
1765,104,2.592
1444,165,2.6784
1283,203,2.6784
1384,234,2.592
1860,267,2.6784
4269,245,2.592
4814,223,2.6784
5840,171,2.6784
4644,109,2.4192
3943,61,2.6784
2590,56,2.592
1801,108,2.6784
1439,104,2.592
1245,165,2.6784
1105,203,2.6784
981,234,2.592
1214,267,2.6784
1180,245,2.592
2046,223,2.6784
5366,171,2.6784
4689,109,2.4192
4993,61,2.6784
4521,56,2.592
2154,108,2.6784
1470,104,2.592
1378,165,2.6784
1081,203,2.6784
1022,234,2.592
782,267,2.6784
989,245,2.592
3062,223,2.6784
2872,171,2.6784
3220,109,2.4192
2837,61,2.6784
2587,56,2.592
1731,108,2.6784
1188,104,2.592
1087,165,2.6784
851,203,2.6784
672,234,2.592
895,267,2.6784
1651,245,2.592
3244,223,2.6784
4478,171,2.6784
2180,109,2.5056
2234,61,2.6784
1593,56,2.592
1184,108,2.6784
934,104,2.592
785,165,2.6784
668,203,2.6784
699,234,2.592
730,267,2.6784
1702,245,2.592
3317,223,2.6784
6202,171,2.6784
4622,109,2.4192
4461,61,2.6784
4053,56,2.592
2438,108,2.6784
1747,104,2.592
1294,165,2.6784
1197,203,2.6784
1047,234,2.592
1052,267,2.6784
1343,245,2.592
3446,223,2.6784
3343,171,2.6784
3360,109,2.4192
3096,61,2.6784
1536,56,2.592
1122,108,2.6784
950,104,2.592
838,165,2.6784
751,203,2.6784
620,234,2.592
704,267,2.6784
1994,245,2.592
3241,223,2.6784
3013,171,2.6784
1827,109,2.4192
4212,61,2.6784
2245,56,2.592
1201,108,2.6784
874,104,2.592
787,165,2.6784
663,203,2.6784
695,234,2.592
570,267,2.6784
1601,245,2.592
2990,223,2.6784
4169,171,2.6784
5271,109,2.5056
4455,61,2.6784
3316,56,2.592
1730,108,2.6784
1188,104,2.592
930,165,2.6784
923,203,2.6784
918,234,2.592
703,267,2.6784
1823,245,2.592
3655,223,2.6784
3158,171,2.6784
1695,109,2.4192
1719,61,2.6784
1096,56,2.592
845,108,2.6784
824,104,2.592
645,165,2.6784
632,203,2.6784
659,234,2.592
714,267,2.6784
1201,245,2.592
2187,223,2.6784
4440,171,2.6784
4761,109,2.4192
3516,61,2.6784
2234,56,2.592
1074,108,2.6784
883,104,2.592
851,165,2.6784
644,203,2.6784
506,234,2.592
665,267,2.6784
936,245,2.592
1871,223,2.6784
4118,171,2.6784
4387,109,2.4192
2737,61,2.6784
2604,56,2.592
1374,108,2.6784
983,104,2.592
890,165,2.6784
747,203,2.6784
680,234,2.592
506,267,2.6784
843,245,2.592
1611,223,2.6784
3233,171,2.6784
5002,109,2.5056
6786,61,2.6784
5329,56,2.592
2737,108,2.6784
1493,104,2.592
1304,165,2.6784
1010,203,2.6784
899,234,2.592
889,267,2.6784
1063,245,2.592
1841,223,2.6784
4123,171,2.6784
4915,109,2.4192
4807,61,2.6784
4044,56,2.592
2133,108,2.6784
1463,104,2.592
1185,165,2.6784
975,203,2.6784
984,234,2.592
923,267,2.6784
1402,245,2.592
4442,223,2.6784
4388,171,2.6784
2412,109,2.4192
3631,61,2.6784
4132,56,2.592
2229,108,2.6784
1297,104,2.592
1072,165,2.6784
1022,203,2.6784
976,234,2.592
1382,267,2.6784
2696,245,2.592
4062,223,2.6784
5905,171,2.6784
6947,109,2.4192
6765,61,2.6784
2547,56,2.592
1482,108,2.6784
1302,104,2.592
995,165,2.6784
996,203,2.6784
727,234,2.592
573,267,2.6784
614,245,2.592
1588,223,2.6784
1933,171,2.6784
4021,109,2.5056
4465,61,2.6784
3964,56,2.592
1901,108,2.6784
1127,104,2.592
928,165,2.6784
843,203,2.6784
669,234,2.592
729,267,2.6784
945,245,2.592
2303,223,2.6784
5409,171,2.6784
5072,109,2.4192
3542,61,2.6784
4254,56,2.592
2410,108,2.6784
1492,104,2.592
1236,165,2.6784
976,203,2.6784
1019,234,2.592
1393,267,2.6784
2534,245,2.592
2730,223,2.6784
3459,171,2.6784
1939,109,2.4192
2642,61,2.6784
2701,56,2.592
1289,108,2.6784
1025,104,2.592
815,165,2.6784
690,203,2.6784
683,234,2.592
831,267,2.6784
1794,245,2.592
3086,223,2.6784
4656,171,2.6784
2947,109,2.4192
4010,61,2.6784
5080,56,2.592
1881,108,2.6784
1232,104,2.592
1036,165,2.6784
804,203,2.6784
737,234,2.592
973,267,2.6784
1272,245,2.592
3635,223,2.6784
5948,171,2.6784
5205,109,2.5056
2120,61,2.6784
2114,56,2.592
1251,108,2.6784
1221,104,2.592
904,165,2.6784
755,203,2.6784
653,234,2.592
554,267,2.6784
1559,245,2.592
2143,223,2.6784
1662,171,2.6784
3586,109,2.4192
1762,61,2.6784
2857,56,2.592
1383,108,2.6784
1127,104,2.592
843,165,2.6784
755,203,2.6784
605,234,2.592
671,267,2.6784
903,245,2.592
2842,223,2.6784
3420,171,2.6784
1280,109,2.4192
1304,61,2.6784
1738,56,2.592
1009,108,2.6784
695,104,2.592
767,165,2.6784
679,203,2.6784
634,234,2.592
427,267,2.6784
770,245,2.592
2210,223,2.6784
1133,171,2.6784
1558,109,2.4192
1894,61,2.6784
2172,56,2.592
1360,108,2.6784
789,104,2.592
630,165,2.6784
518,203,2.6784
406,234,2.592
227,267,2.6784
307,245,2.592
1078,223,2.6784
2035,171,2.6784
4424,109,2.5056
1583,61,2.6784
835,56,2.592
516,108,2.6784
470,104,2.592
382,165,2.6784
386,203,2.6784
313,234,2.592
354,267,2.6784
704,245,2.592
1989,223,2.6784
1210,171,2.6784
1638,109,2.4192
1025,61,2.6784
848,56,2.592
518,108,2.6784
464,104,2.592
376,165,2.6784
344,203,2.6784
257,234,2.592
207,267,2.6784
575,245,2.592
2091,223,2.6784
1667,171,2.6784
2221,109,2.4192
2654,61,2.6784
1608,56,2.592
743,108,2.6784
543,104,2.592
478,165,2.6784
425,203,2.6784
391,234,2.592
447,267,2.6784
1467,245,2.592
2792,223,2.6784
1662,171,2.6784
1277,109,2.4192
2043,61,2.6784
2121,56,2.592
1286,108,2.6784
729,104,2.592
622,165,2.6784
514,203,2.6784
404,234,2.592
301,267,2.6784
462,245,2.592
1741,223,2.6784
1911,171,2.6784
4120,109,2.5056
4728,61,2.6784
3898,56,2.592
1823,108,2.6784
1134,104,2.592
916,165,2.6784
783,203,2.6784
666,234,2.592
585,267,2.6784
1473,245,2.592
1553,223,2.6784
