qnat,evap,conversor
193,-12,2.6784
313,-21,2.6784
237,-14,2.4192
124,9,2.6784
118,30,2.592
87,45,2.6784
64,49,2.592
74,69,2.6784
56,83,2.6784
44,60,2.592
71,30,2.6784
172,1,2.592
163,-12,2.6784
104,-21,2.6784
124,-14,2.5056
109,9,2.6784
85,30,2.592
61,45,2.6784
53,49,2.592
61,69,2.6784
55,83,2.6784
91,60,2.592
125,30,2.6784
196,1,2.592
306,-12,2.6784
377,-21,2.6784
285,-14,2.4192
162,9,2.6784
140,30,2.592
84,45,2.6784
72,49,2.592
58,69,2.6784
46,83,2.6784
56,60,2.592
44,30,2.6784
102,1,2.592
141,-12,2.6784
370,-21,2.6784
214,-14,2.4192
145,9,2.6784
132,30,2.592
103,45,2.6784
104,49,2.592
84,69,2.6784
64,83,2.6784
60,60,2.592
75,30,2.6784
161,1,2.592
221,-12,2.6784
473,-21,2.6784
1024,-14,2.4192
417,9,2.6784
252,30,2.592
204,45,2.6784
164,49,2.592
135,69,2.6784
112,83,2.6784
110,60,2.592
88,30,2.6784
215,1,2.592
409,-12,2.6784
585,-21,2.6784
364,-14,2.5056
181,9,2.6784
335,30,2.592
136,45,2.6784
123,49,2.592
107,69,2.6784
93,83,2.6784
81,60,2.592
69,30,2.6784
121,1,2.592
347,-12,2.6784
446,-21,2.6784
246,-14,2.4192
206,9,2.6784
138,30,2.592
118,45,2.6784
108,49,2.592
79,69,2.6784
74,83,2.6784
60,60,2.592
102,30,2.6784
323,1,2.592
359,-12,2.6784
502,-21,2.6784
228,-14,2.4192
373,9,2.6784
250,30,2.592
173,45,2.6784
164,49,2.592
110,69,2.6784
97,83,2.6784
72,60,2.592
117,30,2.6784
127,1,2.592
226,-12,2.6784
687,-21,2.6784
575,-14,2.4192
525,9,2.6784
409,30,2.592
239,45,2.6784
311,49,2.592
152,69,2.6784
134,83,2.6784
148,60,2.592
188,30,2.6784
300,1,2.592
623,-12,2.6784
289,-21,2.6784
168,-14,2.5056
144,9,2.6784
164,30,2.592
103,45,2.6784
80,49,2.592
72,69,2.6784
73,83,2.6784
109,60,2.592
83,30,2.6784
118,1,2.592
360,-12,2.6784
631,-21,2.6784
519,-14,2.4192
656,9,2.6784
279,30,2.592
178,45,2.6784
134,49,2.592
108,69,2.6784
88,83,2.6784
88,60,2.592
104,30,2.6784
199,1,2.592
253,-12,2.6784
428,-21,2.6784
303,-14,2.4192
211,9,2.6784
115,30,2.592
109,45,2.6784
83,49,2.592
82,69,2.6784
95,83,2.6784
60,60,2.592
52,30,2.6784
63,1,2.592
288,-12,2.6784
274,-21,2.6784
178,-14,2.4192
223,9,2.6784
173,30,2.592
111,45,2.6784
105,49,2.592
76,69,2.6784
64,83,2.6784
76,60,2.592
73,30,2.6784
89,1,2.592
451,-12,2.6784
324,-21,2.6784
426,-14,2.5056
345,9,2.6784
180,30,2.592
113,45,2.6784
91,49,2.592
75,69,2.6784
63,83,2.6784
51,60,2.592
86,30,2.6784
113,1,2.592
171,-12,2.6784
144,-21,2.6784
182,-14,2.4192
217,9,2.6784
101,30,2.592
73,45,2.6784
76,49,2.592
71,69,2.6784
72,83,2.6784
64,60,2.592
101,30,2.6784
153,1,2.592
376,-12,2.6784
286,-21,2.6784
140,-14,2.4192
152,9,2.6784
116,30,2.592
98,45,2.6784
70,49,2.592
71,69,2.6784
65,83,2.6784
76,60,2.592
61,30,2.6784
88,1,2.592
134,-12,2.6784
551,-21,2.6784
494,-14,2.4192
402,9,2.6784
295,30,2.592
163,45,2.6784
110,49,2.592
87,69,2.6784
76,83,2.6784
79,60,2.592
124,30,2.6784
169,1,2.592
157,-12,2.6784
542,-21,2.6784
479,-14,2.5056
191,9,2.6784
199,30,2.592
234,45,2.6784
145,49,2.592
89,69,2.6784
72,83,2.6784
93,60,2.592
152,30,2.6784
320,1,2.592
415,-12,2.6784
363,-21,2.6784
424,-14,2.4192
292,9,2.6784
216,30,2.592
157,45,2.6784
98,49,2.592
71,69,2.6784
66,83,2.6784
71,60,2.592
189,30,2.6784
118,1,2.592
157,-12,2.6784
515,-21,2.6784
182,-14,2.4192
347,9,2.6784
210,30,2.592
183,45,2.6784
118,49,2.592
100,69,2.6784
82,83,2.6784
64,60,2.592
64,30,2.6784
90,1,2.592
264,-12,2.6784
175,-21,2.6784
278,-14,2.4192
317,9,2.6784
162,30,2.592
137,45,2.6784
102,49,2.592
86,69,2.6784
65,83,2.6784
65,60,2.592
110,30,2.6784
135,1,2.592
415,-12,2.6784
440,-21,2.6784
229,-14,2.5056
225,9,2.6784
141,30,2.592
107,45,2.6784
90,49,2.592
73,69,2.6784
71,83,2.6784
73,60,2.592
68,30,2.6784
313,1,2.592
384,-12,2.6784
986,-21,2.6784
280,-14,2.4192
321,9,2.6784
217,30,2.592
158,45,2.6784
147,49,2.592
106,69,2.6784
87,83,2.6784
100,60,2.592
94,30,2.6784
114,1,2.592
335,-12,2.6784
291,-21,2.6784
311,-14,2.4192
168,9,2.6784
116,30,2.592
92,45,2.6784
109,49,2.592
68,69,2.6784
68,83,2.6784
42,60,2.592
72,30,2.6784
151,1,2.592
153,-12,2.6784
207,-21,2.6784
103,-14,2.4192
289,9,2.6784
117,30,2.592
84,45,2.6784
58,49,2.592
50,69,2.6784
42,83,2.6784
40,60,2.592
49,30,2.6784
110,1,2.592
157,-12,2.6784
255,-21,2.6784
380,-14,2.5056
242,9,2.6784
140,30,2.592
89,45,2.6784
71,49,2.592
59,69,2.6784
50,83,2.6784
73,60,2.592
48,30,2.6784
140,1,2.592
252,-12,2.6784
166,-21,2.6784
68,-14,2.4192
98,9,2.6784
46,30,2.592
39,45,2.6784
38,49,2.592
32,69,2.6784
32,83,2.6784
34,60,2.592
51,30,2.6784
94,1,2.592
183,-12,2.6784
292,-21,2.6784
361,-14,2.4192
200,9,2.6784
100,30,2.592
76,45,2.6784
58,49,2.592
51,69,2.6784
42,83,2.6784
55,60,2.592
38,30,2.6784
101,1,2.592
245,-12,2.6784
502,-21,2.6784
269,-14,2.4192
224,9,2.6784
131,30,2.592
80,45,2.6784
65,49,2.592
58,69,2.6784
53,83,2.6784
44,60,2.592
38,30,2.6784
65,1,2.592
163,-12,2.6784
350,-21,2.6784
284,-14,2.5056
231,9,2.6784
208,30,2.592
129,45,2.6784
89,49,2.592
79,69,2.6784
62,83,2.6784
42,60,2.592
47,30,2.6784
50,1,2.592
218,-12,2.6784
340,-21,2.6784
263,-14,2.4192
384,9,2.6784
150,30,2.592
145,45,2.6784
104,49,2.592
80,69,2.6784
67,83,2.6784
80,60,2.592
73,30,2.6784
192,1,2.592
302,-12,2.6784
173,-21,2.6784
184,-14,2.4192
219,9,2.6784
125,30,2.592
83,45,2.6784
83,49,2.592
58,69,2.6784
40,83,2.6784
59,60,2.592
64,30,2.6784
129,1,2.592
319,-12,2.6784
521,-21,2.6784
382,-14,2.4192
135,9,2.6784
109,30,2.592
85,45,2.6784
65,49,2.592
51,69,2.6784
45,83,2.6784
33,60,2.592
48,30,2.6784
64,1,2.592
177,-12,2.6784
306,-21,2.6784
346,-14,2.5056
389,9,2.6784
215,30,2.592
103,45,2.6784
72,49,2.592
61,69,2.6784
48,83,2.6784
55,60,2.592
56,30,2.6784
92,1,2.592
410,-12,2.6784
510,-21,2.6784
407,-14,2.4192
231,9,2.6784
247,30,2.592
122,45,2.6784
98,49,2.592
81,69,2.6784
62,83,2.6784
72,60,2.592
173,30,2.6784
136,1,2.592
275,-12,2.6784
277,-21,2.6784
96,-14,2.4192
174,9,2.6784
93,30,2.592
71,45,2.6784
55,49,2.592
46,69,2.6784
35,83,2.6784
28,60,2.592
48,30,2.6784
136,1,2.592
186,-12,2.6784
309,-21,2.6784
84,-14,2.4192
246,9,2.6784
118,30,2.592
72,45,2.6784
58,49,2.592
47,69,2.6784
37,83,2.6784
27,60,2.592
50,30,2.6784
96,1,2.592
418,-12,2.6784
676,-21,2.6784
224,-14,2.5056
152,9,2.6784
124,30,2.592
94,45,2.6784
82,49,2.592
59,69,2.6784
45,83,2.6784
36,60,2.592
33,30,2.6784
79,1,2.592
64,-12,2.6784
105,-21,2.6784
136,-14,2.4192
89,9,2.6784
103,30,2.592
52,45,2.6784
57,49,2.592
38,69,2.6784
30,83,2.6784
27,60,2.592
42,30,2.6784
35,1,2.592
151,-12,2.6784
81,-21,2.6784
38,-14,2.4192
45,9,2.6784
45,30,2.592
34,45,2.6784
34,49,2.592
34,69,2.6784
36,83,2.6784
19,60,2.592
15,30,2.6784
30,1,2.592
73,-12,2.6784
26,-21,2.6784
89,-14,2.4192
131,9,2.6784
59,30,2.592
42,45,2.6784
32,49,2.592
22,69,2.6784
16,83,2.6784
28,60,2.592
16,30,2.6784
41,1,2.592
78,-12,2.6784
168,-21,2.6784
84,-14,2.5056
95,9,2.6784
36,30,2.592
29,45,2.6784
31,49,2.592
20,69,2.6784
11,83,2.6784
12,60,2.592
13,30,2.6784
50,1,2.592
167,-12,2.6784
71,-21,2.6784
58,-14,2.4192
52,9,2.6784
37,30,2.592
30,45,2.6784
24,49,2.592
19,69,2.6784
13,83,2.6784
10,60,2.592
10,30,2.6784
25,1,2.592
124,-12,2.6784
78,-21,2.6784
131,-14,2.4192
158,9,2.6784
62,30,2.592
42,45,2.6784
36,49,2.592
32,69,2.6784
35,83,2.6784
36,60,2.592
44,30,2.6784
88,1,2.592
85,-12,2.6784
69,-21,2.6784
77,-14,2.4192
89,9,2.6784
60,30,2.592
42,45,2.6784
33,49,2.592
31,69,2.6784
31,83,2.6784
26,60,2.592
31,30,2.6784
47,1,2.592
107,-12,2.6784
226,-21,2.6784
313,-14,2.5056
277,9,2.6784
134,30,2.592
78,45,2.6784
58,49,2.592
45,69,2.6784
39,83,2.6784
34,60,2.592
37,30,2.6784
75,1,2.592
120,-12,2.6784
