qnat,evap,conversor
1282,81,2.6784
1115,138,2.6784
1060,190,2.592
1495,227,2.6784
2781,235,2.592
2844,202,2.6784
1713,163,2.6784
1470,88,2.4192
1780,47,2.6784
1732,35,2.592
1224,55,2.6784
913,41,2.592
837,81,2.6784
732,138,2.6784
742,190,2.592
1080,227,2.6784
2180,235,2.592
6118,202,2.6784
5387,163,2.6784
2884,88,2.5056
3404,47,2.6784
3017,35,2.592
1987,55,2.6784
1279,41,2.592
1128,81,2.6784
1062,138,2.6784
866,190,2.592
1299,227,2.6784
1845,235,2.592
3928,202,2.6784
4636,163,2.6784
3840,88,2.4192
3694,47,2.6784
4685,35,2.592
2239,55,2.6784
1487,41,2.592
1269,81,2.6784
1029,138,2.6784
846,190,2.592
1203,227,2.6784
3135,235,2.592
4419,202,2.6784
4663,163,2.6784
3645,88,2.4192
4348,47,2.6784
6298,35,2.592
3386,55,2.6784
1775,41,2.592
1415,81,2.6784
1246,138,2.6784
1103,190,2.592
1066,227,2.6784
1828,235,2.592
2405,202,2.6784
4258,163,2.6784
4114,88,2.4192
2845,47,2.6784
2450,35,2.592
2137,55,2.6784
1271,41,2.592
1140,81,2.6784
979,138,2.6784
812,190,2.592
907,227,2.6784
2221,235,2.592
2806,202,2.6784
2088,163,2.6784
1970,88,2.5056
2144,47,2.6784
1832,35,2.592
1050,55,2.6784
1034,41,2.592
820,81,2.6784
767,138,2.6784
898,190,2.592
1470,227,2.6784
1976,235,2.592
4663,202,2.6784
4855,163,2.6784
6136,88,2.4192
2339,47,2.6784
2230,35,2.592
1947,55,2.6784
1374,41,2.592
1152,81,2.6784
959,138,2.6784
910,190,2.592
1147,227,2.6784
1362,235,2.592
2780,202,2.6784
5594,163,2.6784
5337,88,2.4192
6763,47,2.6784
4149,35,2.592
2767,55,2.6784
2264,41,2.592
1547,81,2.6784
1482,138,2.6784
1206,190,2.592
1470,227,2.6784
2061,235,2.592
3759,202,2.6784
5982,163,2.6784
8880,88,2.4192
16069,47,2.6784
7892,35,2.592
3820,55,2.6784
2802,41,2.592
2282,81,2.6784
1982,138,2.6784
1993,190,2.592
2005,227,2.6784
3219,235,2.592
3296,202,2.6784
6114,163,2.6784
9946,88,2.5056
11267,47,2.6784
4739,35,2.592
3697,55,2.6784
2407,41,2.592
2239,81,2.6784
1903,138,2.6784
1687,190,2.592
1786,227,2.6784
2257,235,2.592
4606,202,2.6784
5930,163,2.6784
5304,88,2.4192
4616,47,2.6784
6213,35,2.592
2921,55,2.6784
2061,41,2.592
1677,81,2.6784
1514,138,2.6784
1415,190,2.592
1817,227,2.6784
4134,235,2.592
6221,202,2.6784
6841,163,2.6784
8097,88,2.4192
7582,47,2.6784
7191,35,2.592
4227,55,2.6784
2748,41,2.592
2152,81,2.6784
1801,138,2.6784
1662,190,2.592
1712,227,2.6784
1733,235,2.592
1870,202,2.6784
4873,163,2.6784
7728,88,2.4192
9752,47,2.6784
7326,35,2.592
4828,55,2.6784
2764,41,2.592
2146,81,2.6784
1939,138,2.6784
1536,190,2.592
2011,227,2.6784
3861,235,2.592
5861,202,2.6784
6688,163,2.6784
3267,88,2.5056
2836,47,2.6784
4238,35,2.592
2077,55,2.6784
1469,41,2.592
1302,81,2.6784
1171,138,2.6784
1393,190,2.592
1493,227,2.6784
1841,235,2.592
3822,202,2.6784
5864,163,2.6784
8467,88,2.4192
7563,47,2.6784
7496,35,2.592
3337,55,2.6784
2061,41,2.592
1654,81,2.6784
1478,138,2.6784
1429,190,2.592
1800,227,2.6784
2300,235,2.592
3530,202,2.6784
6036,163,2.6784
7837,88,2.4192
5301,47,2.6784
2431,35,2.592
1802,55,2.6784
1336,41,2.592
1225,81,2.6784
1236,138,2.6784
1155,190,2.592
1038,227,2.6784
1124,235,2.592
1769,202,2.6784
3157,163,2.6784
2649,88,2.4192
2654,47,2.6784
2909,35,2.592
1786,55,2.6784
1189,41,2.592
1079,81,2.6784
865,138,2.6784
792,190,2.592
946,227,2.6784
1454,235,2.592
3462,202,2.6784
5413,163,2.6784
3695,88,2.5056
4554,47,2.6784
3518,35,2.592
2173,55,2.6784
1288,41,2.592
1113,81,2.6784
1118,138,2.6784
1092,190,2.592
1067,227,2.6784
1702,235,2.592
2587,202,2.6784
3841,163,2.6784
2685,88,2.4192
3150,47,2.6784
1904,35,2.592
1385,55,2.6784
1077,41,2.592
1058,81,2.6784
1005,138,2.6784
932,190,2.592
964,227,2.6784
1754,235,2.592
5688,202,2.6784
9585,163,2.6784
4171,88,2.4192
3260,47,2.6784
2127,35,2.592
1410,55,2.6784
1109,41,2.592
1162,81,2.6784
1021,138,2.6784
1068,190,2.592
1139,227,2.6784
1385,235,2.592
1580,202,2.6784
3420,163,2.6784
5351,88,2.4192
4868,47,2.6784
5262,35,2.592
2555,55,2.6784
1539,41,2.592
1251,81,2.6784
1159,138,2.6784
1026,190,2.592
1320,227,2.6784
1872,235,2.592
3157,202,2.6784
4693,163,2.6784
9301,88,2.5056
13633,47,2.6784
4288,35,2.592
2809,55,2.6784
1886,41,2.592
1498,81,2.6784
1425,138,2.6784
1397,190,2.592
1854,227,2.6784
4087,235,2.592
4863,202,2.6784
6053,163,2.6784
4734,88,2.4192
4250,47,2.6784
2620,35,2.592
1886,55,2.6784
1467,41,2.592
1269,81,2.6784
1143,138,2.6784
1052,190,2.592
1255,227,2.6784
1310,235,2.592
1883,202,2.6784
5228,163,2.6784
5056,88,2.4192
4876,47,2.6784
5037,35,2.592
2253,55,2.6784
1598,41,2.592
1411,81,2.6784
1131,138,2.6784
1104,190,2.592
914,227,2.6784
956,235,2.592
3084,202,2.6784
3052,163,2.6784
3086,88,2.4192
3128,47,2.6784
2754,35,2.592
1835,55,2.6784
1377,41,2.592
1103,81,2.6784
960,138,2.6784
762,190,2.592
930,227,2.6784
1690,235,2.592
3123,202,2.6784
4682,163,2.6784
2392,88,2.5056
2201,47,2.6784
1899,35,2.592
1328,55,2.6784
1072,41,2.592
899,81,2.6784
701,138,2.6784
694,190,2.592
825,227,2.6784
1590,235,2.592
3460,202,2.6784
6092,163,2.6784
5092,88,2.4192
4397,47,2.6784
4461,35,2.592
2582,55,2.6784
1784,41,2.592
1362,81,2.6784
1220,138,2.6784
1054,190,2.592
1062,227,2.6784
1300,235,2.592
3120,202,2.6784
3521,163,2.6784
3342,88,2.4192
3285,47,2.6784
1636,35,2.592
1226,55,2.6784
974,41,2.592
839,81,2.6784
785,138,2.6784
660,190,2.592
684,227,2.6784
1852,235,2.592
3209,202,2.6784
3166,163,2.6784
1922,88,2.4192
4005,47,2.6784
2595,35,2.592
1329,55,2.6784
914,41,2.592
797,81,2.6784
689,138,2.6784
793,190,2.592
597,227,2.6784
1516,235,2.592
3186,202,2.6784
4332,163,2.6784
5182,88,2.5056
4516,47,2.6784
3676,35,2.592
1828,55,2.6784
1231,41,2.592
960,81,2.6784
1011,138,2.6784
936,190,2.592
806,227,2.6784
1717,235,2.592
3668,202,2.6784
3465,163,2.6784
1803,88,2.4192
1795,47,2.6784
1326,35,2.592
847,55,2.6784
836,41,2.592
680,81,2.6784
631,138,2.6784
657,190,2.592
750,227,2.6784
1156,235,2.592
2171,202,2.6784
5244,163,2.6784
4766,88,2.4192
3671,47,2.6784
2362,35,2.592
1110,55,2.6784
894,41,2.592
847,81,2.6784
662,138,2.6784
501,190,2.592
672,227,2.6784
909,235,2.592
1783,202,2.6784
4087,163,2.6784
4574,88,2.4192
2720,47,2.6784
2712,35,2.592
1406,55,2.6784
998,41,2.592
896,81,2.6784
755,138,2.6784
687,190,2.592
507,227,2.6784
823,235,2.592
1582,202,2.6784
3017,163,2.6784
4910,88,2.5056
6771,47,2.6784
5422,35,2.592
2941,55,2.6784
1526,41,2.592
1316,81,2.6784
1027,138,2.6784
905,190,2.592
883,227,2.6784
1044,235,2.592
1734,202,2.6784
4052,163,2.6784
4988,88,2.4192
4912,47,2.6784
4277,35,2.592
2276,55,2.6784
1480,41,2.592
1198,81,2.6784
986,138,2.6784
981,190,2.592
938,227,2.6784
1306,235,2.592
4265,202,2.6784
4545,163,2.6784
2405,88,2.4192
3514,47,2.6784
4368,35,2.592
2349,55,2.6784
1323,41,2.592
1083,81,2.6784
1021,138,2.6784
979,190,2.592
1305,227,2.6784
2673,235,2.592
3889,202,2.6784
5832,163,2.6784
7242,88,2.4192
7118,47,2.6784
2652,35,2.592
1558,55,2.6784
1299,41,2.592
1007,81,2.6784
1001,138,2.6784
744,190,2.592
596,227,2.6784
615,235,2.592
1528,202,2.6784
1972,163,2.6784
3907,88,2.5056
4594,47,2.6784
4953,35,2.592
2021,55,2.6784
1146,41,2.592
935,81,2.6784
851,138,2.6784
674,190,2.592
742,227,2.6784
853,235,2.592
2223,202,2.6784
5393,163,2.6784
5051,88,2.4192
3668,47,2.6784
4440,35,2.592
2634,55,2.6784
1540,41,2.592
1248,81,2.6784
985,138,2.6784
1020,190,2.592
1335,227,2.6784
2536,235,2.592
2641,202,2.6784
3538,163,2.6784
1929,88,2.4192
2607,47,2.6784
2846,35,2.592
1298,55,2.6784
1047,41,2.592
833,81,2.6784
698,138,2.6784
684,190,2.592
828,227,2.6784
1705,235,2.592
3118,202,2.6784
4503,163,2.6784
3241,88,2.4192
3797,47,2.6784
5291,35,2.592
2014,55,2.6784
1255,41,2.592
1071,81,2.6784
815,138,2.6784
742,190,2.592
910,227,2.6784
1269,235,2.592
3412,202,2.6784
5892,163,2.6784
5401,88,2.5056
2191,47,2.6784
2191,35,2.592
1259,55,2.6784
1238,41,2.592
935,81,2.6784
762,138,2.6784
659,190,2.592
559,227,2.6784
1398,235,2.592
2280,202,2.6784
1629,163,2.6784
3625,88,2.4192
1803,47,2.6784
2783,35,2.592
1498,55,2.6784
1133,41,2.592
853,81,2.6784
761,138,2.6784
612,190,2.592
683,227,2.6784
868,235,2.592
2653,202,2.6784
3683,163,2.6784
1359,88,2.4192
1294,47,2.6784
1770,35,2.592
1080,55,2.6784
708,41,2.592
772,81,2.6784
708,138,2.6784
674,190,2.592
520,227,2.6784
799,235,2.592
2155,202,2.6784
1307,163,2.6784
1421,88,2.4192
1903,47,2.6784
2299,35,2.592
1405,55,2.6784
843,41,2.592
651,81,2.6784
558,138,2.6784
455,190,2.592
346,227,2.6784
344,235,2.592
1098,202,2.6784
2245,163,2.6784
4692,88,2.5056
1650,47,2.6784
917,35,2.592
557,55,2.6784
486,41,2.592
417,81,2.6784
432,138,2.6784
390,190,2.592
434,227,2.6784
667,235,2.592
1889,202,2.6784
1386,163,2.6784
1610,88,2.4192
1143,47,2.6784
891,35,2.592
539,55,2.6784
500,41,2.592
412,81,2.6784
396,138,2.6784
340,190,2.592
283,227,2.6784
541,235,2.592
1978,202,2.6784
1845,163,2.6784
2232,88,2.4192
2658,47,2.6784
1816,35,2.592
800,55,2.6784
554,41,2.592
488,81,2.6784
444,138,2.6784
424,190,2.592
473,227,2.6784
1312,235,2.592
2952,202,2.6784
1750,163,2.6784
1236,88,2.4192
2085,47,2.6784
2153,35,2.592
1370,55,2.6784
796,41,2.592
625,81,2.6784
536,138,2.6784
432,190,2.592
334,227,2.6784
439,235,2.592
1631,202,2.6784
1937,163,2.6784
4040,88,2.5056
4729,47,2.6784
4072,35,2.592
1904,55,2.6784
1156,41,2.592
927,81,2.6784
792,138,2.6784
674,190,2.592
560,227,2.6784
1428,235,2.592
1548,202,2.6784
