retirobaixo,tresmarias,queimado,sobradinho,itaparica,peixeangelical,serradamesa,tucurui
33.99,514.0800000000003,35.679999999999964,1843.5199999999872,1032.0599999999954,314.24000000000024,661.8700000000005,4859.190000000268
